gene_name,Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
128up,0.0767412188963429,0.108528472556251,0.108528472556251,0.10852847255625,0.108528472556251,0.153482437792686,0.153482437792686,0.153482437792686,0.153482437792686,0.153482437792686,0.153482437792686,0.217056945112501,0.217056945112501,0.217056945112501,0.217056945112501,0.306964875585371
14-3-3epsilon,0.0979073751145329,0.138461937743323,0.138461937743322,0.138461937743322,0.138461937743322,0.195814750229066,0.195814750229066,0.195814750229066,0.195814750229066,0.195814750229066,0.195814750229066,0.276923875486645,0.276923875486645,0.276923875486645,0.276923875486645,0.391629500458131
4E-T,0.148983772419329,0.210694871528921,0.210694871528921,0.210694871528921,0.210694871528921,0.297967544838657,0.297967544838657,0.297967544838657,0.297967544838657,0.297967544838657,0.297967544838657,0.421389743057842,0.421389743057842,0.421389743057842,0.421389743057842,0.595935089677313
5-HT1B,0.284727044830554,0.402664848373781,0.402664848373781,0.402664848373781,0.402664848373781,0.569454089661106,0.569454089661107,0.569454089661106,0.569454089661107,0.569454089661106,0.569454089661107,0.805329696747561,0.805329696747561,0.805329696747561,0.805329696747561,1.13890817932221
5-HT2A,0.603291962487802,0.85318367542093,0.85318367542093,0.853183675420929,0.853183675420929,1.2065839249756,1.2065839249756,1.2065839249756,1.2065839249756,1.2065839249756,1.2065839249756,1.70636735084186,1.70636735084186,1.70636735084186,1.70636735084186,2.4131678499512
5-HT7,0.266919007435676,0.377480480370698,0.377480480370698,0.377480480370697,0.377480480370698,0.533838014871351,0.533838014871351,0.533838014871351,0.533838014871351,0.533838014871351,0.533838014871351,0.754960960741395,0.754960960741395,0.754960960741395,0.754960960741395,1.0676760297427
7B2,0.132529951239084,0.187425654462958,0.187425654462957,0.187425654462957,0.187425654462957,0.265059902478168,0.265059902478168,0.265059902478168,0.265059902478168,0.265059902478168,0.265059902478168,0.374851308925914,0.374851308925914,0.374851308925915,0.374851308925914,0.530119804956335
a5,1.12166810685561,1.58627824919656,1.58627824919656,1.58627824919656,1.58627824919656,2.24333621371122,2.24333621371122,2.24333621371122,2.24333621371122,2.24333621371122,2.24333621371122,3.17255649839312,3.17255649839312,3.17255649839312,3.17255649839312,4.48667242742244
a6,0.188829738275543,0.267045576848635,0.267045576848635,0.267045576848635,0.267045576848635,0.377659476551086,0.377659476551086,0.377659476551086,0.377659476551086,0.377659476551086,0.377659476551086,0.53409115369727,0.534091153697269,0.53409115369727,0.534091153697269,0.755318953102172
Aac11,0.0782975595856678,0.110729470666767,0.110729470666767,0.110729470666767,0.110729470666767,0.156595119171335,0.156595119171335,0.156595119171335,0.156595119171335,0.156595119171335,0.156595119171335,0.221458941333534,0.221458941333534,0.221458941333534,0.221458941333534,0.313190238342671
AANATL2,0.197862630233007,0.279820015162332,0.279820015162331,0.279820015162331,0.279820015162331,0.395725260466014,0.395725260466014,0.395725260466014,0.395725260466014,0.395725260466014,0.395725260466014,0.559640030324662,0.559640030324662,0.559640030324663,0.559640030324662,0.791450520932028
Aatf,0.10288837400751,0.145506133931936,0.145506133931936,0.145506133931936,0.145506133931936,0.20577674801502,0.20577674801502,0.20577674801502,0.20577674801502,0.20577674801502,0.20577674801502,0.291012267863872,0.291012267863872,0.291012267863872,0.291012267863872,0.41155349603004
ab,0.241479946805883,0.341504215814014,0.341504215814014,0.341504215814014,0.341504215814014,0.482959893611766,0.482959893611766,0.482959893611766,0.482959893611766,0.482959893611766,0.482959893611766,0.683008431628027,0.683008431628027,0.683008431628027,0.683008431628027,0.965919787223532
abd-A,0.251005299925583,0.354975099382286,0.354975099382286,0.354975099382286,0.354975099382286,0.502010599851165,0.502010599851166,0.502010599851165,0.502010599851166,0.502010599851165,0.502010599851166,0.709950198764571,0.709950198764571,0.709950198764571,0.709950198764571,1.00402119970233
Abd-B,0.238246713679133,0.33693173367585,0.33693173367585,0.33693173367585,0.33693173367585,0.476493427358266,0.476493427358266,0.476493427358266,0.476493427358266,0.476493427358266,0.476493427358266,0.673863467351699,0.673863467351699,0.673863467351699,0.673863467351699,0.952986854716532
abo,0.150806082827407,0.213272007622879,0.213272007622879,0.213272007622879,0.213272007622879,0.301612165654813,0.301612165654813,0.301612165654813,0.301612165654813,0.301612165654813,0.301612165654813,0.426544015245757,0.426544015245757,0.426544015245757,0.426544015245757,0.603224331309626
Ac3,0.167126220287913,0.23635216735932,0.23635216735932,0.236352167359319,0.236352167359319,0.334252440575825,0.334252440575825,0.334252440575825,0.334252440575825,0.334252440575825,0.334252440575825,0.472704334718639,0.472704334718639,0.472704334718639,0.472704334718639,0.66850488115165
Ac76E,0.256587057926548,0.362868897249135,0.362868897249134,0.362868897249134,0.362868897249134,0.513174115853094,0.513174115853095,0.513174115853094,0.513174115853095,0.513174115853094,0.513174115853095,0.725737794498268,0.725737794498268,0.725737794498268,0.725737794498268,1.02634823170619
Ac78C,1.60537600954439,2.27034452540607,2.27034452540607,2.27034452540607,2.27034452540607,3.21075201908877,3.21075201908877,3.21075201908877,3.21075201908877,3.21075201908877,3.21075201908877,4.54068905081214,4.54068905081214,4.54068905081214,4.54068905081214,6.42150403817754
Acam,1.22705959944331,1.73532432737282,1.73532432737282,1.73532432737282,1.73532432737282,2.45411919888661,2.45411919888661,2.45411919888661,2.45411919888661,2.45411919888661,2.45411919888661,3.47064865474564,3.47064865474564,3.47064865474564,3.47064865474564,4.90823839777322
