gene_name,min_residue,first_quantile,median_residue,third_quantile,max_residue,res_std_err,r_square,adj_r_square,model_pvalue,f_stats,numdf,dendf
128up,-0.246677605801055,-0.0748472303689189,-0.00351597631576429,0.0605457174270772,0.261011702078457,0.13291969016323,0.95819865839322,0.938604279515041,9.16859818386817e-18,48.9017112688546,15,32
14-3-3epsilon,-0.30865596698359,-0.0743538509980834,0.0109723668676606,0.0684075471928251,0.373749788345823,0.169580548134075,0.913419984978197,0.872835602936727,7.86085366935136e-13,22.5066870315985,15,32
4E-T,-0.474725430351997,-0.0952607827179357,0.0152940117849238,0.0908691731087493,0.451252568529312,0.258047463333555,0.700971631682156,0.560802084033166,6.59636897680402e-05,5.00088388269269,15,32
5-HT1B,-0.910064004114872,-0.273584161825444,0.00738680287227487,0.244248410452974,0.790664812782879,0.493161707935459,0.776650908183274,0.671956021394184,1.1378155673137e-06,7.41823151065489,15,32
5-HT2A,-4.60902773357068,-0.167489841612774,0.0259914854653182,0.18521093472171,2.46970162913677,1.04493233082681,0.776977911996913,0.672436308245466,1.1142514364004e-06,7.43223639312265,15,32
5-HT7,-1.34862310172923,-0.166355150554133,-0.00109555991116521,0.249018182574926,0.69921800980854,0.462317282384445,0.623374210918579,0.446830872286662,0.00133140006717208,3.53099819992802,15,32
7B2,-0.442384425784437,-0.114487678385346,-0.0283842417004717,0.111000922534976,0.421472643840076,0.229548609070719,0.929765064292535,0.896842438179661,3.07926764127026e-14,28.2409143518766,15,32
a5,-2.62747100912501,-0.088108455336507,-5.30825383648903e-16,0.0599102936139934,5.25494201825002,1.94278615030351,0.925762589270724,0.890963802991376,7.2806315434423e-14,26.6033010990423,15,32
a6,-0.796255961897913,-0.160378376189119,0.0197164872203478,0.161086882667596,0.705307719393833,0.327062700673174,0.496240791244405,0.26010366214022,0.0382416589702865,2.10149413235841,15,32
Aac11,-0.362294480295052,-0.0630215271276385,-0.00530993453875334,0.0670483889995684,0.320523861384274,0.135615351311028,0.74229242990936,0.621492006429372,8.57539587546675e-06,6.14478334202472,15,32
AANATL2,-1.04355185717926,-0.131780219993556,0.00878983691563749,0.128819642299656,0.632466622288812,0.342708128482782,0.963015266638049,0.945678672874635,1.33321090029848e-18,55.5481243766763,15,32
Aatf,-0.350308935121644,-0.10020372524996,0.00582851874895104,0.0757245680479967,0.49408746896459,0.178207891289156,0.945380810071265,0.919778064792171,6.09738207187274e-16,36.9249781523705,15,32
ab,-1.25952019870795,-0.0894560135056514,-0.0240988817778773,0.11605770758714,0.739723234940989,0.418255536876819,0.919517448132988,0.881791251945326,2.54428511383573e-13,24.3734471283302,15,32
abd-A,-0.997366585764032,-0.192984892280403,0.00247432926751422,0.238500811514556,0.896116159221951,0.434753932440174,0.865710530028685,0.802762340979631,6.37279134887160e-10,13.7527471895031,15,32
Abd-B,-0.979544321778866,-0.159255660319512,0.0157744378673055,0.190096317676875,0.817581453015658,0.412655412828573,0.834081429163273,0.756307099083558,1.5013484597337e-08,10.7243794746721,15,32
abo,-0.573116197327567,-0.136491235363758,0.0181771621875421,0.178281033028569,0.362710274904331,0.261203797547508,0.584140712797179,0.389206671920856,0.00446704707787013,2.9966070070224,15,32
Ac3,-0.650560418100452,-0.152012173797095,0.0236603126622218,0.153741378218609,0.47358882545855,0.289471104815613,0.900551316379819,0.853934745932859,6.62182389779152e-12,19.3182661818604,15,32
Ac76E,-1.3585585684907,-0.175915233494814,0.0455245763312762,0.183293267908524,0.824439143632487,0.444421820893398,0.528885539209263,0.308050635713605,0.0186906465136768,2.39493635669627,15,32
Ac78C,-6.25998011247363,-0.262226249714284,4.17928900364661e-17,0.203314211857433,6.51364306804104,2.78059281378305,0.749099408172815,0.631489755753821,5.89958450389926e-06,6.36937013897543,15,32
Acam,-2.85508325107731,-0.264873105642195,-2.20375473931722e-16,0.0056755755232554,5.71016650215461,2.12532957015092,0.913284522267521,0.872636642080421,8.05270917956966e-13,22.46819558766,15,32
ACC,-0.803608061252753,-0.198421614128815,0.0379180539874918,0.17824256307085,0.851501648826435,0.353911266038049,0.952834015852742,0.930724960783715,6.1158799999122e-17,43.0970031454476,15,32
AcCoAS,-0.44690119065642,-0.0941084404616202,0.00732937929273214,0.0845692874818435,0.496162247123272,0.222462856233255,0.960766979879692,0.942376501698297,3.37890387543667e-18,52.2426317795089,15,32
Acer,-0.507154569676238,-0.128046568872341,0.0288825853710203,0.149092708753499,0.611935074914754,0.270300977553623,0.757338249029651,0.643590553262301,3.69061498723609e-06,6.65805354491436,15,32
Acf,-0.799351415417438,-0.158273104466737,0.0130574579091187,0.164950995708326,0.988634991099069,0.397942742672422,0.674013737760879,0.521207677336292,0.000208385417211427,4.41090972365927,15,32
achi,-1.02293022900739,-0.108423510116763,-0.00487178514054394,0.177377980619111,0.666246718264306,0.33643058668052,0.805187564604252,0.713869235512496,1.58493853850765e-07,8.81737075801289,15,32
Ack,-0.639711575371291,-0.0847326398050252,-0.00750369960591804,0.107861166908738,0.461689573653342,0.249102075177811,0.658223970115312,0.498016456106865,0.000386568208864781,4.10857115029327,15,32
Ack-like,-0.736014978110818,-0.141726601752034,-0.00421139629603569,0.135114505155247,0.871001425531951,0.328675286056724,0.424429692300934,0.154631110566996,0.137813656089098,1.57313537222181,15,32
Acn,-0.540192829576973,-0.0861189435681057,-0.00704692458213559,0.0979377955282627,0.496591792515922,0.232265977299802,0.548287585378967,0.336547391025358,0.0116888866028461,2.58943554412404,15,32
Acox57D-d,-2.32055382317153,-0.216548742102171,0.0305437358830032,0.195831992731802,2.46211606058207,0.948306045391645,0.768086132562319,0.659376507200906,1.94444534960541e-06,7.06548412809593,15,32
Acox57D-p,-0.465395434399246,-0.189206767191779,0.0159533773452904,0.150489715746495,0.630400498214905,0.288866218713956,0.792053933370468,0.694579214637875,4.07897706168186e-07,8.12573704924808,15,32
Acp1,-8.54876190592298,-0.632241294102315,0.12491517340772,0.62451029593174,6.36979716041158,3.22055469491871,0.73495132784384,0.610709762770639,1.26704078589025e-05,5.91550281430231,15,32
Acp24A4,-6.66569723723432,-1.54164200432997,0.0414616725890357,3.01898101068097,6.25842734113476,4.30609222149004,0.414899550106379,0.140633714218743,0.158891725983305,1.51276424481961,15,32
Acp26Aa,-2.63229086364973,-4.94624510206771e-16,2.59787961395903e-16,6.01715245131892e-16,5.26458172729946,1.85461033994774,0.289116165585569,-0.0441106317961957,0.60286213947139,0.867625796776303,15,32
Acp26Ab,-3.28324620464729,-2.18928409256689e-15,-3.89753532102581e-16,1.23544554978632e-15,6.56649240929459,2.63902672410342,0.27302411265555,-0.0677458345371611,0.668076838456459,0.80119774324216,15,32
Acp29AB,-5.49186089777861,-6.92734417596916e-16,-9.45558221431312e-17,5.34053265612138e-16,5.8325322942452,2.58439364425452,0.444818351611115,0.184576953928826,0.0995117020808811,1.70925285359158,15,32
Acp32CD,-2.25812871963503,-0.142300886320338,2.77555756156289e-17,0.0172876190297037,4.51625743927001,1.41674485262695,0.94350071353847,0.917016673009628,1.03524205457493e-15,35.6252556142618,15,32
Acp33A,-3.28185631809462e-14,-7.09974814698911e-30,-1.57772181044202e-30,7.29696337329436e-30,1.64092815904731e-14,7.105427357601e-15,0.486973947895791,0.246492985971944,0.0461186048870782,2.025,15,32
Acp36DE,-3.79995210800462,-1.02042790062487e-15,5.84941931136465e-17,1.09691701990996e-15,3.66899496498095,1.58234972894171,0.499115162397201,0.264325394770889,0.0360331038319239,2.12579605765267,15,32
Acp53C14a,-6.57212063230198,-6.515538496032e-17,-1.97693223975179e-17,1.05344889794234e-16,3.58081739020137,1.42481268367218,0.651566090529301,0.488237695464911,0.000496000820481304,3.98930075981234,15,32
Acp53C14b,-3.37618441844433,-8.74300631892311e-16,-1.66533453693773e-16,6.66133814775094e-16,6.75236883688866,2.58041402240168,0.273371781359977,-0.0672351961275333,0.666695981062107,0.802601823886598,15,32
Acp53C14c,-2.92118490252883,-2.66453525910038e-15,-2.77555756156289e-16,1.33226762955019e-15,5.84236980505766,2.35439431302661,0.54554308987496,0.332516413253847,0.0125174391204371,2.56091442878423,15,32
Acp53Ea,-5.45285985431185,-1.10816144987756e-15,-1.66971685142718e-16,1.33432920429778e-15,6.27472033026424,2.90930483639217,0.44693991160304,0.187692995166965,0.0960341118544928,1.72399316353391,15,32
Acp63F,-6.22360207517872,-0.299834190659784,-0.0201671409034481,0.352690405869898,5.63776162791413,1.87337115365264,0.782851321893222,0.68106287903067,7.60471518578155e-07,7.69096470952334,15,32
Acp65Aa,-5.62003189793277,-0.259530398754484,6.03683769639929e-16,0.433698389171585,5.34551758364959,2.06995384174012,0.950035960102708,0.926615316400853,1.51054863914025e-16,40.5640413729297,15,32
Acp76A,-5.30549421113226,-0.207167404557606,1.4764787118491e-16,0.338172023851958,5.03064731734391,2.48564268417474,0.754689582573531,0.639700324404874,4.30002029084935e-06,6.56313115323009,15,32
Acph-1,-0.451106236150153,-0.0953869331868899,0.0154309589071139,0.101763257493096,0.806947602496922,0.250535125704043,0.395120283744439,0.111582916749645,0.209361796546161,1.39353866452351,15,32
Acsl,-0.608600104000343,-0.0750998124145403,0.00835011832187612,0.0953956659667113,0.374573379803675,0.237780568572575,0.940446313068662,0.912530522319597,2.35678075257095e-15,33.6886861462154,15,32
Act42A,-0.418474929088951,-0.0895207393125623,0.0203424517424202,0.0987280830351534,0.646923567767882,0.22845135753522,0.943053031435867,0.91635913992143,1.17119497719008e-15,35.32842077094,15,32
Actn3,-1.06816503049361,-1.67682485575151e-14,1.79028742390549e-17,0.0460540884739933,0.985654990548508,0.385814669594093,0.996627229990698,0.995046244048838,3.76123678386222e-35,630.383359903954,15,32
ACXD,-0.4343883560912,-0.107454505282357,0.0206032798977977,0.151126093365473,0.381713487507853,0.241167335182665,0.766735370990026,0.6573925761416,2.1114915139825e-06,7.01221669020715,15,32
ACXE,-1.99301845692347,-0.117076276783743,-4.17231591857926e-17,0.0932427861971905,3.98603691384693,0.963832216153122,0.976642374045796,0.965693486879762,9.30337663866153e-22,89.200149680566,15,32
Acyp,-0.817816029578285,-0.0339290903567634,-7.35128788973395e-17,4.47758145514191e-15,0.959809369084062,0.482692313070899,0.995263353385573,0.99304305028506,8.53967898824391e-33,448.255624718874,15,32
Ada2a,-0.578544269187568,-0.0790756248453908,0.00155846205389361,0.117607400225964,0.392004106674309,0.21361949271732,0.97619043152166,0.965029696297438,1.260603023205e-21,87.4664985692925,15,32
Adat1,-0.557155889434289,-1.2864954623877e-15,1.13743416067087e-17,0.0611716962285447,0.437192204137238,0.25006517795987,0.99817073415463,0.997313265789612,2.12854576279579e-39,1164.090449138,15,32
Adck,-7.02542467391968,-0.0924659727009576,1.82145964977565e-16,0.126521001044987,7.00534804982631,2.15408086630543,0.858627295346924,0.792358840040795,1.38024453237694e-09,12.9568026201979,15,32
ADD1,-0.844332062945309,-0.101966425643748,0.00243246539191438,0.139745193746917,0.875013897792796,0.328915228674235,0.419374598164076,0.147206441053486,0.148735037949624,1.54086577436637,15,32
ade2,-0.326445985957455,-0.0717957829608691,0.00847686865180847,0.0909352261066469,0.315907113853397,0.177618473398093,0.851311617822492,0.781613938676786,2.93840502435692e-09,12.2143467079123,15,32
ade3,-0.410059187109276,-0.109616226780301,0.0212496456035423,0.105296072380723,0.305814296666596,0.20219216284631,0.886987858137487,0.834013416639434,4.67144643858853e-11,16.7436943751467,15,32
ade5,-0.474746967236691,-0.0937827821442339,0.00624914950581882,0.0973079262594852,0.279061636081652,0.19672960160199,0.926024727770758,0.891348818913301,6.8918634054472e-14,26.7051321301305,15,32
Adf1,-0.402057827085251,-0.0819948731651863,-0.00127880869903821,0.0704381915786157,0.581808106890355,0.226249443184849,0.516863944910745,0.290393919087656,0.0245842448858376,2.28226204784603,15,32
Adgf-E,-1.90836132602537,-0.142208859869042,-3.05311331771918e-16,0.0376022626053879,3.81672265205073,0.943574367332124,0.977391711860987,0.966794076795825,5.54751270992435e-22,92.2273418410101,15,32
Adh,-0.966433547753939,-0.19454096307738,0.0669787113619112,0.227119254370649,0.711763920898608,0.434399993250845,0.850872463994454,0.780968931491855,3.07080826405437e-09,12.172095365321,15,32
Adhr,-1.12925283809138,-1.40716591967598e-14,4.14270176918034e-18,0.0163565555460699,0.992830802903846,0.451550439432456,0.994052776459305,0.991265015424604,3.23371486618061e-31,356.577469907137,15,32
AdoR,-0.628866619792342,-0.215645415602045,-0.00900342664693572,0.210626537119605,0.52330889739287,0.343285325595932,0.834827763271347,0.75740327730479,1.40440705165848e-08,10.7824773112727,15,32
adp,-0.263684288867699,-0.0697721689159939,-0.00181781614259539,0.0575285086128243,0.2747252394776,0.121606507533964,0.929439836709978,0.89636476016778,3.30845789332842e-14,28.1009126471463,15,32
ADPS,-0.569319788077182,-0.128785883312581,-0.0167057756615248,0.113306377632178,0.476249691860465,0.253469368819143,0.835521699283539,0.758422495822697,1.31950415715555e-08,10.8369692782611,15,32
