gene_name,Intercept,Previous,Current,Species,Stage,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Species:Stage
128up,2.64690913725565e-32,0.899873386535609,0.249980913395198,8.88355083870007e-08,0.000284017023419771,0.596418774281922,0.742830648997921,0.0811587657126357,0.868833310608859,0.690182273215843,0.0358648345899119,0.304425048423594,0.84504164950204,0.404355001148884,0.537442425678855,0.93912364988797
14-3-3epsilon,1.82472509370578e-33,0.587409219049114,0.564025055322247,3.64308160747977e-07,0.0334734526613443,0.633790673538098,0.733661931944317,0.280776586333346,0.659435072002964,0.727175880156461,0.295922380645749,0.751575230991812,0.589729921009693,0.553074179189763,0.523562571860117,0.478298436950477
4E-T,2.2409893446809e-22,0.752572264223098,0.945832123988942,0.0525033846972532,0.276855296811578,0.844967588746382,0.726241749861675,0.814905756719231,0.264588903307884,0.855322094598057,0.241028639598583,0.859431531182922,0.77134362616678,0.438841291922474,0.778858526398472,0.416775924535553
5-HT1B,0.0484221018962132,0.478332009215252,0.616504455485312,0.0848016221095576,0.0539977976502869,0.752211707024037,0.498247744137581,0.822666556274849,0.974281171807619,0.514532689915311,0.166759824460802,0.80018270566959,0.481615021693371,0.946720628342961,0.49202176153463,0.42588656407926
5-HT2A,0.143681706902532,0.912246324037533,0.895860392583812,0.491044676487733,0.138232648973281,0.890044768648934,0.911932381162601,0.814464966976699,0.705971120809437,0.691283287915751,0.176900352915056,0.901049378095725,0.819743725305414,0.121129948344151,0.682866684577222,0.233423307106441
5-HT7,0.000788001050215877,0.550418631586911,0.400510924274035,0.00261388848023942,0.0156916691750114,0.317912329238384,0.798948463206374,0.174704629469165,0.21341712761725,0.418439575359459,0.000156716660385207,0.140963530678678,0.472898811370666,0.32435458197496,0.106921693399292,0.375513810013874
7B2,6.38082127390617e-23,0.980305666679716,0.61836008158681,9.03594729544885e-07,0.00440165188427826,0.881059179634948,0.339415336622836,0.535708731055869,0.52765329795462,0.65621066965225,0.564076561105515,0.886918627799121,0.817638477019551,0.221505533524837,0.346237520766811,0.982210727944619
a5,0.0451048014818961,0.959660415183708,0.954397050237936,0.557825537007282,2.8667150439334e-06,0.956662153109568,0.987722863576341,0.837124434317392,0.247335183173729,0.245490896705639,0.128328453249542,0.909487497712706,0.403572322299509,0.120607442173563,0.34708537419793,0.532654685025593
a6,1.22251261184906e-13,0.386611896281788,0.660081602284786,0.713982495495459,0.57149994946544,0.65145605104152,0.98977628524158,0.739939000340212,0.739660751248424,0.322753579845096,0.271991104425539,0.985985687266256,0.439056418672641,0.687279618772219,0.465200654939007,0.487757230693006
Aac11,4.35146899068856e-31,0.889936862533628,0.721360841938139,0.00027527214829383,0.163511397058571,0.94484924944432,0.261760467923947,0.92675901624228,0.229598969506745,0.373058644760434,0.0590902915970506,0.482824819163461,0.364712802690115,0.243344267216188,0.39217046299098,0.200111100102821
