gene_name,Intercept,Previous,Current,Species,Stage,Generation,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Generation,Current:Generation,Species:Generation,Stage:Generation,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Generation,Previous:Species:Generation,Current:Species:Generation,Previous:Stage:Generation,Current:Stage:Generation,Species:Stage:Generation,Previous:Current:Species:Stage,Previous:Current:Species:Generation,Previous:Current:Stage:Generation,Previous:Species:Stage:Generation,Current:Species:Stage:Generation,Previous:Current:Species:Stage:Generation
CG13423,0.0016589082971604,1,1,1,0.02761610739699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712584091078369,1,0.864463510959185
CG13426,0.334955546637146,1,1,0.000921004092106113,1,0.0384348989665566,1,1,1,1,1,0.269257234546809,1,1,0.325665572284734,0.812763508401065,1,1,1,1,1,1,1,1,1,0.861885688813426,1,1,1,1,1,1
CG13427,0.00100183369109485,0.593353375864802,0.542347576359379,0.00125138288060118,0.834197203044753,0.834197203044753,1,0.965800028473192,0.70573577870391,1,1,0.0553135434086896,1,1,0.0553135434086896,1,0.871094519950372,1,1,1,1,1,1,1,1,0.38867225645138,1,1,1,1,1,1
CG13430,1,1,1,1,1,1,1,1,1,1,1,1,1,0.864463510959185,1,1,1,1,1,1,1,1,1,0.893585346871483,1,1,1,1,0.531952652849419,1,1,1
CG13436,0.870930794134642,1,1,1,0.376405279463088,0.0101833261080722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13437,1.19492012937496e-12,1,1,6.26887841861979e-09,1,1,1,1,0.441246582042437,1,1,1,1,1,3.54416053147481e-05,1,0.882872054011081,1,1,0.938296379375802,1,1,0.978218635479367,1,1,1,1,1,1,1,1,1
CG13438,2.20719623718479e-12,1,1,1,0.00879859472710109,1,1,1,1,1,0.154852544134441,0.154852544134441,1,1,1,0.154852544134441,1,1,1,0.101883268386565,1,1,1,1,0.623122160788825,0.623122160788825,1,1,1,1,0.51731836731758,1
CG1344,0.0178792614961434,1,1,1,1,0.490993167393324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13442,2.17689775808691e-10,1,1,1,1.10535013723872e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941473610590161,1,1,1,1,1,1,1
CG13488,1,1,1,1,1,0.000557781848517207,1,1,1,1,1,1,1,1,1,0.341535074459676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13492,0.595414078732498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13500,0,0.00536711780204249,0.00536711780204249,0.00536711780204249,0.00536711780204249,0.00536711780204249,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.120012673440956,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,0.554863825898022,1,1,1,1,1,1
CG13501,0.00689256944234403,1,1,0.290624888884927,0.0359390278754453,1,1,0.972528736411389,1,1,1,0.768700576953935,1,1,0.81993218403074,1,1,1,1,1,1,1,1,1,0.631324958996597,1,1,1,1,1,1,1
CG13502,1,1,1,1,1,0.234860961448834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992118928831835,1,1,0.37349674372946,0.824417589181493,1,0.926739991682814,0.508738647818642
CG13506,0.0264184615820882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151460933764994,1,1,1,1,0.165482263717014,0.669549338296112,1,0.765883152972521
CG13510,0.546228488230646,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210474488567592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.717512340823993,1,0.879574677303288
CG13511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.201099576271281,1,1,1,1,1,1,1,0.659282188541057,1,1,0.738061327201108,1,1,1,1,0.531400670405263,0.590825357070546
CG13516,1,1,1,1,1,0.354761738191801,1,1,1,1,1,1,1,1,0.96818577803511,0.97954170572055,1,1,1,1,1,1,0.0616518169277487,1,1,1,1,0.417002846606519,1,1,0.989563176338634,1
CG13526,3.55243329748271e-08,1,1,1,3.44701013375535e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.604889219247341,0.118366975896719,1,1,1,1,1,1
CG13531,5.2425153029247e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0.102376139994326,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992093637676939,1,1,1
CG13532,1,1,1,1,1,0.0351386230520185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.679105689690631,1,0.567634283045576
CG13538,5.91940274887319e-05,1,1,1,0.00835464958198469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13539,1.31101387093123e-06,1,1,1,5.38222342284616e-05,1,1,1,1,1,1,1,1,1,1,0.963989643848433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG1354,4.53648608600421e-28,1,1,1,1,2.60109621667317e-10,1,1,1,1,1,1,1,1,0.000355445202307175,0.47335343605651,1,1,1,1,1,1,1,1,1,1.51154537372313e-05,1,1,1,1,0.497551726660447,1
CG13540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13541,2.84443093624557e-07,1,1,1,1.10397072799131e-05,1,1,1,1,1,1,1,1,1,1,0.127094700579492,1,1,1,1,1,1,1,1,1,0.489268114498052,1,1,1,0.137442397576174,1,0.254788769063941
CG13544,3.00191201994685e-10,1,1,1,7.41323941763516e-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.55114956563794,1,1,1,0.849309800139221,1,1,1
CG13551,4.3837826403611e-37,1,1,0.0118653414813582,0.00162236747884274,1,1,1,1,1,1,1,1,1,0.425658154247698,1,1,1,1,1,1,1,1,1,1,0.404808097615364,1,1,1,1,0.936200771023417,1
CG13557,1.59298705220962e-15,1,0.244390488599539,1,0.00179569208401921,1,0.762409329252036,1,0.762409329252036,1,0.000366103438131753,0.0671784325067531,1,0.762409329252036,1,0.0671784325067531,1,0.347542544257007,1,0.0280468436349072,1,1,1,1,0.0280468436349072,0.426659653163557,0.883427163337676,1,0.883427163337676,1,0.279103730048427,1
CG13558,5.1248667343872e-06,1,1,1,0.000454849214502926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13562,0.00148769862466075,1,1,0.0480749611103461,1,1,1,1,1,1,1,1,1,1,1,0.122738305248525,1,1,1,1,1,1,1,1,1,0.112138957198488,1,1,1,1,1,1
CG13563,1.81880692435028e-19,1,1,8.18319056814452e-14,1,1,1,1,1,1,1,1,1,1,1.50357907196751e-08,1,1,1,1,1,1,1,0.552238390043101,1,1,1,1,1,1,1,0.824310321013473,1
CG13564,3.06491570077503e-05,0.41810590308628,1,1,0.00020697188427892,1,1,0.215609087470262,1,0.969849302905785,1,1,0.956689083230495,1,1,1,1,1,0.684992711055772,1,1,0.720999836216508,1,0.584263237649408,1,1,1,1,1,0.616132283091734,1,1
CG13566,1,1,1,1,1,0.446991062915178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13578,1,1,1,1,1,0.717849113720443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13579,1,1,1,1,1,1.28517956857699e-06,1,1,1,1,1,1,0.0624671979860601,1,1,1,1,1,1,1,1,0.583791974680838,1,0.428307226481061,1,1,1,1,1,0.888888954094776,1,1
CG1358,0.0579842563057454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13581,0.0106795398220965,1,1,1,0.03312184422549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13585,0.0252814208144125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13587,6.53057242268556e-09,1,1,1,1,1,1,0.225728387541043,0.313562008244997,1,1,1,1,1,1,1,0.825341031204195,1,1,0.711976093321682,1,0.736641185535926,0.847718695044097,1,1,1,1,0.123817010349402,1,1,1,0.936389228177872
CG13590,1.12834321629924e-18,1,1,1,1,1,1,1,1,0.55248225419532,0.5623571663948,1,1,1,1,1,1,0.120013964998163,1,1,1,1,1,1,1,1,0.554863825898022,1,0.554863825898022,1,1,1
CG13594,1,1,1,1,1,1,1,1,1,1,1,1,0.571335183127058,1,1,0.899241132333557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG1360,1,1,1,1,1,0.807542678735673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.541990381596316,1
CG13650,1,1,1,1,1,1,1,1,1,1,1,1,1,0.804907199340784,1,0.914608408321756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13653,5.16443521176814e-16,1,0.333489504849368,1,1,1,0.868690945004753,1,0.868690945004753,1,1,1,1,0.868690945004753,1,1,1,0.451768559955186,1,1,1,1,1,1,1,1,1,1,0.987863873316604,1,1,1
CG13654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.627613170114788,1,1,1,1,1,1,0.704052023204951,1,1,1,1,1,0.566117926111578,1,0.781636433712201,1,0.862520035301416
CG13658,0.389872911878154,1,1,0.773299066519078,0.189524566806076,1,1,1,1,1,0.260331489466422,1,1,1,1,0.0107646306177514,1,1,1,0.653227072498916,1,1,1,1,0.373382011139387,0.116494034203913,1,1,1,1,0.000647988393166476,0.636451804542788
CG13663,0.00105130352786671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983807472480482,1,1,1,1,1,1,1,1,1,1
CG13670,9.78797789006857e-11,0.0419982966236434,0.7172833932371,1,0.984913490636701,1,0.0176491079780338,0.339808892602695,1,0.0309296157048655,0.315648998206307,1,0.339808892602695,1,1,1,1,0.000411191824331776,0.292472788262349,1,0.221379037174245,0.875872550659368,1,0.292472788262349,0.849923910532074,1,0.205684226106893,1,0.0299265161006217,0.82229012660719,1,0.706219478368412
CG1368,0.642377774818847,1,1,1,1,0.416129073029277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.259631519382135,1,1,1,1,0.990634648310372,1
CG13689,0.233772476616051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.752825993267684
CG13690,0.440230309768423,1,1,1,1,1,1,1,1,1,1,1,1,1,0.597348356894275,0.731377802609244,1,1,1,1,1,1,1,1,0.87205069361461,1,1,1,1,1,1,1
CG13692,1,1,0.613214141637162,0.123965585894133,1,0.854091048585196,1,0.0890525713898971,0.123731339116535,1,1,0.282564618773544,1,1,1,1,0.464892364274815,1,0.421897431742965,0.527291191459793,1,0.985033094529824,1,1,1,1,0.914608408321756,1,1,1,1,1
CG13693,6.90674650113273e-08,1,1,1,1,1,1,1,1,0.977937794789304,1,0.00248735925099386,1,1,1,0.00162525644791318,1,1,0.598996076142205,1,1,1,1,1,1,3.92432440565805e-06,1,1,1,1,1,1
CG13698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.442950630358656,1,1,1,1,1,1,1,1,1,1,0.967565564079468,1,1,1,1,1,1
CG13699,0.00725048737590477,1,1,0.531952652849419,1,0.531952652849419,1,1,1,1,1,1,1,1,1,1,1,0.876046575872344,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13700,6.12654919111145e-07,1,1,1,1.45974000354552e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997282247373078,0.987333253109089,1,1,1,0.400645754842498,1,1,1
CG13704,0.0423100925448598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.788967565930958,1
CG13705,0.0100358582460397,1,1,1,0.308202576746671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.244885554561028,1,1,1,1,0.723420996686101
CG13707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13708,0.883061817182898,1,1,1,1,0.319887140893109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.470697729118695,1,1,1,1,1,1,1,1,1
CG1371,1.21539245494654e-26,1,1,1,0.408431761944095,9.37228831673733e-07,1,1,1,1,1,1,1,1,0.00611821446839907,1,1,1,1,1,1,1,1,1,1,0.946282716025839,1,1,1,1,1,1
CG13711,0.141934428342556,1,1,1,1,0.511687163897154,1,1,0.435676690511912,1,1,1,1,1,1,1,1,1,1,1,1,1,0.972775648148482,1,1,1,1,1,1,1,1,1
CG13712,2.15499581135403e-05,1,1,1,1,1,1,0.0242237139420292,1,1,1,1,1,1,1,1,1,1,0.610483431887979,1,1,0.259344150442851,1,1,1,1,1,1,1,1,1,1
CG13713,0.871970659347064,1,1,0.331851909222805,0.896398158624293,0.00385891564241326,1,1,1,1,1,0.662912078622496,1,1,0.867250570997997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13716,0.00907704711790527,0.554863825898022,1,0.0556610651017208,1,1,1,1,0.857365752117261,0.98060863629729,1,0.180336001731948,1,1,0.390065046953204,1,1,1,0.883866989258421,1,1,1,1,1,1,0.666467389508331,1,1,1,1,1,1
CG13720,0.00112246944826402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13721,0.133938955088508,1,1,1,0.865810327417172,1,1,1,1,1,1,1,1,1,1,1,0.649356694074758,1,1,1,1,1,1,1,1,1,1,0.825542441224094,1,1,1,1
CG13722,1,1,1,1,0.503157966610663,1,1,1,1,1,1,1,1,1,0.0128952609947774,1,1,1,1,1,1,1,1,1,1,0.41892187620649,1,1,1,0.75874257232601,1,1
CG13741,0.0301680459259465,1,1,1,3.03166945712898e-11,1,1,1,1,1,1,0.00026806811667202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.515578922752789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13743,1,1,1,1,1,0.00871641373872751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13744,1.41419583843654e-08,1,1,1,0.00218264584434161,1,1,1,1,1,1,1,1,1,1,0.0746850490222874,0.50919448261336,1,1,1,1,1,1,1,1,1,0.884422267692777,1,1,1,1,0.475556314631089
CG13747,2.26143408966273e-07,1,1,1,3.6759974811444e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.790520313666297,0.718202976233161,1,1,1,1,1,1
CG13748,1,1,1,1,1,0.000227189791991246,1,1,1,1,1,1,1,1,1,0.0234677900141208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13749,1.90915876294884e-10,1,1,1,0.139311887262433,1,1,1,1,1,1,0.688160565428322,1,1,1,0.925932722952231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13751,0.688072651319961,1,1,1,1,0.0949506777519272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13759,1.73991491424262e-05,1,1,0.00197290202455327,0.00195135910282978,1,1,1,1,1,1,0.10439160590272,1,1,0.626840284497407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13766,0.97459380087979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13771,1,1,1,1,1,0.0165736954420135,1,1,1,1,1,1,0.0834162244939725,1,1,0.351269880678272,1,1,1,1,0.536173629928149,0.47293497327405,1,0.0378860343944794,0.172673500332725,1,1,0.575826570279349,0.0347157771768514,1,1,0.541413834234125
CG13773,6.58036779562991e-25,1,1,0.254428951201253,0.000956496167308472,1,1,1,1,1,1,1,1,1,0.00901485053465641,1,1,1,1,1,1,1,1,1,1,0.338463260184899,1,1,1,1,1,1
CG13775,1.45273663355408e-05,1,1,0.00132372268887024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714612605547581,1,1,1,1,0.823400026802319,1
CG13784,2.13501211856966e-14,1,1,0.310735414469183,1,0.102602460573203,1,1,1,1,1,1,1,1,0.979779777584057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13786,1,1,1,0.304809952292595,0.140445519353325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13793,1,1,1,1,0.00313192316268942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13796,0.973804745147288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13806,1,1,1,1,1,0.391663324965587,1,1,1,1,1,1,1,1,1,0.884252427221524,1,1,1,1,1,1,1,1,1,1,1,1,1,0.883061817182898,1,1
CG13807,1,1,1,1,1,0.00741737848478181,1,1,1,1,1,1,1,0.879941602472329,0.201718041083117,1,1,1,1,1,1,1,0.718451240842911,1,1,1,1,1,1,1,1,1
CG13810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.496049671368735,1,1,1,1,1,1,1,0.911176643813105,1,1,1,1,1,1,1,1,1
CG13813,0.000509233422707094,1,1,0.0138820487263822,1,1,1,1,1,1,1,1,1,1,0.249346010663936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13868,3.7159329640448e-05,1,1,1,1,0.561799318196669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.883853096951382,1,1,1,1,1,1,0.491824750932879,1
CG13869,0.626267994400779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666772148722291,1,1,1,1,1,1,1,1,1,1,1,1,1,0.358610645566386,1,1
CG1387,1.19993479158155e-10,1,1,1,1.08128726124684e-08,1,1,0.166134288544123,1,1,1,1,1,1,1,1,1,1,0.690881419562713,1,1,0.642918932132121,1,1,1,0.00187780843569109,1,1,1,1,1,1
CG13870,0.329557339733325,1,1,1,0.469989938191254,0.83234941011339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983952241726862,1,1,1,0.766915546314623,1,1,1
CG13871,4.6340835411353e-05,1,1,1,0.00147331011250195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13872,5.40565273037313e-07,1,1,1,3.33694080988048e-05,1,1,1,1,1,1,1,1,1,1,0.918917376027777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86053744261112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13876,1,1,1,1,1,0.0141482019199016,0.342266308073568,1,1,1,1,1,0.426381791103457,1,0.124197036285492,1,0.768073422180437,0.846510063276176,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13877,0.00161179509983625,1,1,0.482352394226986,1,1,1,1,1,1,1,1,1,0.13770895703813,1,1,1,1,1,1,0.488743166492404,1,0.412780364078771,1,0.554863825898022,1,1,0.850726413594025,1,1,0.997481954314121,1
CG13884,7.07997911420976e-05,1,1,0.00197534265887702,0.000227921102413661,1,1,1,1,1,1,0.0740032776490123,1,1,0.635958878834151,1,1,1,1,1,1,0.846648280590053,1,1,1,1,1,1,1,1,1,1
CG13887,1.87422661820401e-43,1,1,0.000142286036874581,1.26637856041965e-05,0.00399216751982368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90995017254403,1,1,1,1,1,1
CG13890,1.31103507599212e-29,1,1,0.055740817440232,1,0.122821396776689,1,1,1,1,1,0.686172076833795,1,1,0.194537271524469,1,1,1,1,1,1,1,1,0.822747987452649,1,0.769225017684154,1,1,1,1,1,1
CG13891,3.05299154068986e-05,1,1,1,0.000179648815222611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13893,0.57858023217332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.554863825898022,1,1,1,0.993211070731278
CG13894,1,1,1,1,1,0.425581965874824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.766863385809319
CG13895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.795584559053661,0.787925205591172,0.574986180507611,1,1,1,1,0.202849853341321,1,0.768068250066274,0.608700236410751,0.198959966604605
CG13896,0.880407353705072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.695464679833444,1,1,1,1,1,1,1,1,1,1
CG13898,1.09395718109715e-06,1,1,1,1.34920685127636e-06,1,1,1,0.657448557823696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.965595871974626,1
CG13900,4.75303431363672e-42,1,1,1,0.00566410536879967,6.97614409980083e-05,1,1,1,1,1,1,1,1,2.68335835443187e-06,1,1,1,1,1,1,1,1,1,1,0.105777648953279,1,1,1,1,1,1
CG13901,0.0377011285811581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97120400928765,1,1,1,1,1,1,1,0.352486965600457,1,1,0.929942288991362
CG13902,2.96286311012306e-13,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0546177062812959,1,1,1,1,1,1,1,1,1,1,0.809484919474492,1,1,1,1,1,1
CG13905,1.93692418799177e-26,1,1,0.000299648318880831,1,1,1,1,1,1,1,0.00404293391031421,1,1,1,1,1,1,1,1,1,1,1,1,0.875875003141848,0.50321931676327,0.937044795105249,1,1,1,1,0.677016069495088
CG13907,2.59882740990009e-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.953845057450498,1,1,1,1,0.899944480885872
CG13912,6.68495601559256e-28,1,1,1,0.809763523386162,0.154126684828141,1,1,1,1,0.670576327355923,0.436933806710645,1,1,0.00869273299320444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13917,2.20208389816449e-11,1,1,1,1,0.951482245176951,1,1,1,1,1,0.863229288541937,1,1,0.656720846191601,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13919,1,1,1,1,1,0.0140308320796116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.536207062638395,1,1
CG13920,0.859839781444796,1,1,1,1,0.538770117932156,1,1,1,1,1,1,1,1,0.88239587894772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13921,1,1,1,1,1,0.268988849059616,1,1,1,1,1,1,1,0.245622409644431,0.786469990670071,1,1,1,1,1,1,1,1,1,0.832695961958523,1,1,1,1,1,1,1
CG13924,2.19006329970976e-09,1,1,1,1,1,1,0.259635387989768,1,1,1,0.0379062611183217,1,1,1,1,0.740101088309588,1,0.855944672814327,1,1,0.781823036515483,1,1,1,1,1,1,1,0.739162703668432,1,1
CG13926,1.046420677907e-37,1,1,0.00538669406231138,1,4.06609442558434e-08,1,1,0.456346543538817,1,1,1,1,1,1.20897635966697e-57,0.434609190218752,0.281208368896576,1,1,1,1,1,1,1,1,0.304809952292595,1,1,1,1,1,1
CG13928,0.0975365705505766,1,1,1,1,0.10760936069316,1,1,1,1,1,1,1,1,2.220543635706e-07,1,1,1,1,1,1,1,0.441471583609222,1,1,1,1,0.890974411196582,1,1,1,1
CG13930,1.20427107926969e-09,1,1,1,0.143308648632725,1,0.780742865772368,1,1,0.125870739128537,0.594890621371008,0.567875592836243,1,1,1,0.601606020244378,1,0.562273941495192,1,1,1,1,1,0.56734495574382,1,1,1,1,1,1,1,1
CG13933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.635836571573675,1,1,1,1,0.343241087293408,0.649174167965596,1,0.164161516480595
CG13937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.781050155508138,1,1
CG13949,1,1,1,1,1,6.6740530688244e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13954,1,1,1,1,1,0.332286233484098,1,1,1,1,1,1,0.935240836917941,1,1,1,1,1,1,1,1,1,1,1,1,0.683597901772656,1,1,1,1,1,1
CG13955,1.82403985099585e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970530353513921,1,1,1,1,1
CG13962,0.112184124719464,1,1,0.0373414654963721,0.00671559196549349,1,1,1,1,1,1,0.709038820429858,1,1,0.0348506130539738,1,1,1,1,1,1,1,1,1,1,0.398901363492482,1,1,1,1,1,1
CG13965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.614504256756796,1,1,1,1,0.859334007661129,1,1,1,1,1,1,0.681629001033455,1,1,1,1,1
CG13972,1,1,1,0.369107582463782,0.364685024254,1,1,1,1,1,1,0.0458273058608266,1,0.869867137647055,1,1,1,0.722191225271548,1,1,1,1,0.923905673563743,1,1,1,1,1,1,1,1,1
CG13982,1.97369061482925e-07,1,1,0.000486521578436621,1,0.806579533588861,1,1,1,1,1,1,1,1,0.00089430070052192,1,1,1,1,1,0.782998844309372,0.966130862518503,1,1,1,1,1,0.769130937967011,1,1,1,1
CG13983,1.28048055620937e-09,1,1,0.789318806352204,1,1,1,1,1,1,0.735923106980016,1,1,1,1,1,1,0.642246411499064,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13984,2.56926827757811e-06,1,1,1,9.63302799138252e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13989,6.51735422036595e-10,0.641617982340159,0.641617982340159,0.641617982340159,7.14640074273586e-10,0.641617982340159,1,1,1,0.996639634017318,1,0.625318726840685,1,1,1,1,1,1,1,1,1,1,1,1,0.120563432560555,1,1,1,0.502830448821486,1,0.6089266977916,0.97459380087979
CG13991,5.39616532512384e-10,1,1,1,2.58175044732826e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13992,1,1,1,1,0.762103643339661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13994,0.762841290699726,1,1,1,1,0.615670459303468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG13996,0.0383361560216414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
