gene_name,Intercept,Previous,Current,Species,Stage,Generation,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Generation,Current:Generation,Species:Generation,Stage:Generation,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Generation,Previous:Species:Generation,Current:Species:Generation,Previous:Stage:Generation,Current:Stage:Generation,Species:Stage:Generation,Previous:Current:Species:Stage,Previous:Current:Species:Generation,Previous:Current:Stage:Generation,Previous:Species:Stage:Generation,Current:Species:Stage:Generation,Previous:Current:Species:Stage:Generation
CG3542,1.91123477719686e-09,1,1,1,1,0.184924372290558,1,1,1,1,1,1,1,1,0.580206392775298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3544,6.5834319622806e-05,1,1,0.043833666109998,0.00269655732133165,1,1,1,1,1,1,0.265793311955605,1,1,0.347542544257007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3546,1.51997909815719e-05,1,1,1,1,1,1,1,1,1,1,0.88524621485023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3548,3.84492005567299e-08,1,1,1,1,0.0130053775300742,1,1,1,1,1,1,1,1,5.92776258031397e-05,1,1,1,1,1,1,1,1,1,1,0.324344184162235,1,1,1,1,1,1
CG3556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0119412390790534,1,1,1,1,1,1,1,1,1,1,1,1,0.393495962017062,1,1,1,0.859969134628281
CG3557,1.78622269238402e-08,1,1,0.848748068017577,2.23045260681374e-07,0.730893845003837,1,1,1,1,1,1,1,1,0.265642034862722,0.792701925561263,1,1,1,1,1,0.788918648264894,0.788918648264894,1,1,0.970451873477217,1,1,1,1,1,1
CG3558,0.00675836906049487,1,1,1,1,0.690701350643887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96039690946543,1
CG3565,0.0150489421012639,1,1,1,0.0135248049246633,1,1,1,1,1,1,1,1,1,1,0.193192903500181,1,1,1,1,1,1,1,1,0.737503320246922,1,1,1,1,1,1,1
CG3568,0.134953647825579,1,1,0.802404563533437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3570,1,1,1,1,1,0.903872794515788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3587,0.262269199511998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3588,0.0898759650208487,1,1,0.0493901189389983,3.91532592030148e-05,1,1,1,1,1,1,1,1,0.445792376039588,1,1,1,1,1,1,0.965110749441563,1,1,1,1,0.554863825898022,1,1,1,1,1,1
CG3589,5.78501341255759e-08,1,1,0.851734853152938,0.00736338860871377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3592,1.51195248341888e-06,1,1,1,0.000478364856559804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.825456303189742,0.00599386712652646,1,1,1,1,1,1
CG3594,0.503199316242387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3597,6.68495601559256e-28,1,1,2.26219999077265e-07,0.106776307134344,6.03883462583084e-06,1,1,1,1,1,1,1,1,1,0.9433535907484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3598,1.38365563152409e-10,0.699145954529726,0.699145954529726,0.699145954529726,0.699145954529726,0.699145954529726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.400240262914097,1,1,1,1,0.938340529765803
CG3603,3.14342550927195e-22,1,1,0.0375561079272306,0.156515007351329,1,1,1,1,1,1,1,1,1,1,0.63146475054698,1,1,1,1,1,1,1,1,1,0.00346164541007267,1,1,1,1,1,1
CG3604,4.09143679493892e-52,1,1,1.82669865207052e-56,1.70874827333806e-52,7.62433089198797e-50,1,1,1,1,0.79478136282762,1.60977587739534e-41,1,1,6.82151399682455e-39,3.0162406023689e-37,1,1,1,0.572552048250952,1,1,1,1,1,8.18120392173553e-30,1,1,1,1,1,1
CG3609,6.25859237853023e-31,1,1,1.53087732391156e-07,0.0324453706516295,0.650249932399337,1,1,1,1,1,0.226156182445546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989563176338634,1
CG3611,3.43764376606731e-10,1,1,1,4.14929366302649e-07,1,1,1,1,1,1,1,1,1,1,0.00050996336121022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3618,1,1,1,1,1,0.554863825898022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.881997192873584,1,1,1,1,1,1,1,0.839136922545069,1,1
CG3625,0.292857549303917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3626,0.581264789401421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.381434799369594,1,1,1,1,1,1
CG3630,0.000114175109999467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3632,0.00703205257842031,1,1,1,1,0.55483011944926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3634,0.385148755619747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.983807472480482,1,1,1,1,0.110282994854333,1,1,1,1
CG3640,3.27299902971233e-06,1,1,0.187961648587429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40348781224738,1,1,0.885762964729894,1,1,1,1,0.899758325161182,0.906267594043683
CG3645,1,1,1,1,1,0.445853700399799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3649,1.4456382130843e-07,1,0.678902809206043,1,1,1,1,1,1,1,1,0.00468040182305104,1,1,1,1,1,1,1,1,1,1,1,1,1,0.113034214991584,1,1,1,1,1,1
CG3650,1.90212734885307e-09,1,1,1,0.00243377462111445,1,1,1,1,1,1,0.695335990246014,1,1,1,0.0792069283317254,1,1,1,1,1,1,1,1,1,0.311032189514897,0.491577478606153,1,1,0.268581399831241,1,0.256251974700649
CG3651,0.215783685173105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925753057319043,1
CG3652,7.02004219730258e-16,1,1,1.68637696425516e-16,1.22490063747722e-15,1,1,1,1,1,1,7.61814888880416e-10,1,1,1,1,1,0.568596080022369,1,1,1,1,1,1,1,1,1,1,0.939062239133267,1,1,1
CG3655,0.644257537247716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0509097289432537,1,1,1,1,1,1
CG3663,3.87987144197785e-38,1,1,0.16218499143925,0.000199894231903094,0.410431461993175,1,1,1,1,1,0.0309943392032557,1,0.900654443398996,1,1,1,1,1,1,1,1,1,1,1,0.718798517917906,1,1,1,1,1,1
CG3669,0.063065363221445,1,1,1,1,0.763897840339987,0.361198430084823,1,1,1,1,1,1,1,1,1,1,1,1,1,0.897412890346219,1,1,1,1,1,1,1,1,1,1,1
CG3679,0.787273960234652,1,1,1,0.0194284501823206,1,1,1,1,1,1,0.547103764457637,1,1,1,1,1,1,1,1,1,1,1,1,1,0.922877161183945,1,1,1,1,1,1
CG3687,1.50207445859954e-13,1,1,1,7.76948372915295e-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.150708568301344,0.00155303349184691,1,1,1,1,0.597593081428893,1
CG3690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3698,1,1,1,1,0.691630990266073,0.0660123263318391,1,1,1,1,1,1,1,1,1,0.706003424979603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3699,0.0466900388504806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.933585295176291,1,1,1,0.176699534592515
CG3700,2.14939652804227e-16,1,1,0.0639441847608789,0.000167236648779405,0.975457381293222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3702,0.000124997347189528,1,1,1,1,0.722493705041506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3703,1,1,1,1,1,0.138257796071813,1,1,1,1,1,1,1,0.92765159718557,1,0.737282406159103,1,1,1,1,1,1,0.209304940064306,1,1,0.644257537247716,1,1,1,1,1,1
CG3704,0.000185634169815983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.402672262039261,1,1,1,1,1,1
CG3709,2.03574004449098e-06,1,1,5.45810428437206e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.797389966701017,1,1,1,1,1,1
CG3711,0.592120988745965,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997907399242299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.773456038450821,1,1
CG3713,1,1,1,0.00526070377814908,0.113961402241771,0.00526070377814908,1,0.366435255505097,0.525552481026681,1,0.650620472249541,0.0778004956385451,1,1,0.11984560814735,0.543105288710895,0.978520284966862,1,0.387348057322508,0.0246626859031029,1,0.903427391616249,1,1,1,0.457885685771726,0.846695743858398,1,1,0.92612923363368,0.261586188885922,1
CG3714,2.47503652314356e-19,1,1,0.867038389425315,0.261124851454409,0.65111237070935,1,1,1,1,1,0.0190894033707559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3719,1.86705501807896e-47,1,1,1.90466401430105e-27,9.73086266552881e-07,1.21469627570631e-17,1,1,1,1,1,1,1,0.948698456592883,2.8457877180439e-67,0.57808283226426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3726,0.457424987686372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3732,3.42033173397539e-17,1,1,0.689374649230086,1,1,1,1,1,1,1,1,1,0.170120377578028,0.108098022439092,1,1,1,1,1,1,1,1,1,0.818056450217306,0.55412879110857,1,1,1,1,1,1
CG3735,0.0302154471935205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3740,0.411761330978181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3748,2.13142626010273e-09,1,1,1,3.01642944396594e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3756,1,1,1,1,1,0.00476275724300436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3769,1,1,1,1,1,0.523589511211453,1,1,1,1,1,1,1,1,0.972490963787463,1,1,1,1,1,1,0.246998353812185,1,1,1,1,1,1,1,1,1,1
CG3770,1,1,1,1,1,0.00868163287079862,1,1,1,1,1,1,1,1,1,0.47749535668559,1,1,1,1,0.96745272662714,1,1,1,1,1,1,1,1,1,1,1
CG3775,0.748771135274025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625552923264966,1,1,1,1,1,1
CG3776,0.130265850011378,1,1,1,1.10109077336578e-07,1,1,1,1,1,1,0.000384513403504381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.739836281680964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3781,0.0108849194141278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0681820758722111,1,1,1,0.948949819371553,0.650201481648591,1
CG3788,0.00521248478590395,1,1,0.0395899013995057,0.0112557099942689,1,1,1,1,1,1,0.286835232621472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3790,1,1,1,1,0.231160402157295,0.423255323659094,1,1,1,1,1,0.935170447718083,1,0.601019623350005,1,1,1,1,1,1,1,1,1,1,0.690669865397554,1,1,1,1,1,1,1
CG3792,2.58582575574878e-23,1,1,0.180354239307564,1,0.00230613278098435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.951669235815084,1,1,1,1,0.815034977079509,1,1,0.81390705165802
CG3793,0.583430949636945,1,1,1,1,1,1,1,1,1,1,1,1,1,0.795447065602761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3797,4.47245724336936e-25,1,1,1,1,0.748750678498301,1,1,1,1,1,1,1,1,3.81015144225327e-05,1,1,1,1,1,1,1,1,1,1,0.570657114740188,1,1,1,1,1,1
CG3803,7.20680027216406e-20,1,1,0.069558574065083,1,1,1,1,1,1,1,1,1,1,0.0310080107608539,0.601001367461309,1,1,1,1,1,1,1,0.947754468296879,0.683284816106369,0.0670887755976188,1,1,0.366926267260379,1,1,0.691371611048446
CG3808,0.31939640321985,1,1,0.224746104904945,0.314626948687438,1,1,1,1,0.850936699965164,1,0.710195523667619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3812,0.0118795541340687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0426862027839631,1,1,1,1,1,1
CG3814,0.130487539085692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3815,0.077710822723558,1,1,1,1,0.554863825898022,1,1,1,1,1,1,1,0.495641678429334,0.203060333872261,1,1,1,1,1,1,1,1,1,1,1,1,1,0.907334615769884,1,1,1
CG3819,0.407377876045817,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3829,1.55249842033346e-12,1,1,1,0.280160023827847,0.0510881924925547,1,1,1,1,1,1,1,1,0.842804964942904,1,1,1,1,1,1,1,1,1,1,0.781734561814336,1,1,1,1,1,1
CG3831,0.294584974471359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.669126441686574,1,1,1,1,1,1,1,1,1,1,0.958651705275048
CG3847,9.83988319270205e-16,1,1,1,1,0.000734065144712241,1,1,1,1,1,1,1,1,0.000272797740385804,0.62397384758994,1,1,1,1,1,0.981247252134268,1,1,1,0.000621325841226946,1,0.816533235992427,0.9011971238834,1,1,0.696030501860406
CG3857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.144436632339853,1,1,1,1,0.804764874885855,1
CG3860,6.52933016174037e-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0824547431054384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3876,0.880930298589066,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0232394962655968,1,1,1,1,1,1,0.835257125241269,0.635915464724906,1,1,1,1,0.754441628301744,1,1,1,1
CG3880,1.47983319747238e-07,1,1,7.15363093781204e-05,3.41280264552589e-06,1,1,1,1,1,1,0.0268871143736603,1,1,0.306993027688623,0.896655271463577,1,1,1,1,1,1,1,1,1,0.96961595504666,1,1,1,1,1,1
CG3894,0.140530214155796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3902,0.000188550574515321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.902628899925641,1,0.326091521224041
CG3906,0.00132969800460251,1,1,1,2.11713863110218e-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3939,3.12603658678164e-27,1,1,2.07989815796459e-10,0.254712196167547,8.54439773059179e-11,1,1,1,1,1,1,1,1,4.95904171947838e-07,1,1,1,1,1,1,1,1,1,1,0.536766617839078,1,1,1,1,0.387469314812038,1
CG3955,0.994876319742872,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0336709433116929,1,1,1,1,1,1,1,0.156536713102296,1,1,0.284587681866996,1,1,1,1,0.653714395313271,1
CG3961,4.98516051045097e-17,1,1,1,0.549227765937953,0.508738647818642,1,1,1,1,1,0.156357277712713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG3964,1,1,1,1,1,0.687317710403016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.557695694771987,1,1,1,1,1,1,1,1,1,1
CG3995,0.0252365179902325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.826572639070523,1,1
CG4004,2.43658876654808e-14,1,1,0.868937321906142,1,0.0699283752759794,1,1,1,1,1,1,1,1,0.0260846670318576,0.093654350793326,1,1,1,1,1,1,1,1,1,6.02682660514774e-05,1,1,1,1,1,1
CG4009,4.41844704315603e-05,1,1,0.52187988630447,1.35345584173494e-09,1,1,1,1,1,1,0.00142205568861256,1,1,0.368846548885408,0.548057534459614,1,0.354348855828338,1,1,1,1,1,1,1,0.0125658425694291,1,1,0.944881295520466,1,1,1
CG4017,0.000386585027399831,1,1,1,0.00843077292264251,1,1,1,1,1,1,1,0.491577478606153,1,1,1,1,1,1,1,0.968391829821545,1,1,0.981905580170728,1,1,1,1,1,0.659145429457588,1,1
CG4020,0.00905746149644857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.393506827999343,1,1,1,1,1,1
CG40228,1.61194345340513e-31,1,1,0.769225017684154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.55048653902487,1,1,1,1,1,1
CG4025,0.713609429928465,1,1,1,1,0.330626129768383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.757820318880021,1,1,0.128762242808586,1,0.697661207309274,1,1,1,1
CG4036,0.219593980725706,1,1,1,1,4.05093110494325e-06,1,1,1,1,1,1,1,1,0.000395262349896447,1,1,1,1,1,1,1,1,0.642060855755395,1,1,1,1,1,1,1,1
CG4038,1.52083248214195e-21,1,1,1,0.130657754738887,0.00417006821637444,1,1,1,1,1,1,1,1,0.0663960736388862,1,1,1,1,1,1,1,0.990464909445117,1,1,0.722191225271548,1,1,1,1,1,1
CG4041,0.173376156343844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0529181624049445,1,1,1,0.912967551902974,1,1
CG4042,7.54664166425944e-31,1,1,0.00160844713365462,0.0288679006470654,1,1,1,1,1,1,1,1,1,0.0880960779584221,1,1,1,1,1,1,1,1,1,1,0.00244440378534897,1,1,1,0.837109910766991,1,0.936200771023417
CG4045,1.0198388987432e-07,0.000349587685542242,1,8.00937416156916e-08,1,1,0.82112808177394,0.0238222160707563,1,0.0273250076036217,1,1,0.0273250076036217,1,1,1,1,1,0.234137211345122,1,1,0.270044393080247,1,0.275722286009409,1,0.187603114463292,1,1,1,1,0.852033751678832,1
CG40485,0.0442446176509109,1,1,1,0.0826133502962391,1,1,1,1,1,1,0.019378345521458,1,1,1,0.912278625627529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4050,1.31373963218275e-17,1,1,0.243350724984349,1,0.131283650585922,1,1,1,1,1,1,1,1,0.000244424871776862,1,1,1,1,1,1,1,1,1,1,0.593796866623141,1,1,1,1,1,1
CG4053,0.000773295157540808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.107843735639989,0.442533689245361
CG4065,1.58461111738686e-15,1,1,1,1,0.0215740484437097,1,1,1,1,1,1,1,0.554863825898022,0.0336086107878507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4074,3.7774706374597e-18,1,1,0.0425404489464825,0.901652285216663,1,1,1,1,1,1,0.911358015791226,0.890699091354743,1,0.119036146676734,1,1,1,1,1,1,1,1,0.619101751199834,1,0.423912405972735,1,1,1,1,1,1
CG4078,0.326342696066458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG40813,0.000141293222812924,1,1,0.00306113659209695,0.00532813090081712,0.679710627563722,1,1,1,1,1,0.554863825898022,0.546255744876701,0.0998623052269821,0.00022683245517599,1,1,1,1,1,0.868665160065101,1,0.540659899315972,1,0.885049009126352,0.22109550015997,1,1,1,1,1,1
CG4096,7.0399321281943e-09,1,0.529003690362332,3.49626159724678e-06,4.69462479282438e-07,0.0173450978178872,1,1,1,1,1,0.00187842978912022,1,1,0.44559763673231,0.291030487840953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG41106,5.03347839008766e-42,1,1,1,8.41295591804469e-36,1,1,1,1,1,1,1,1,1,1,2.11876596282083e-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4116,5.48509681736797e-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555078715141886,1,1,1,1,1
CG4119,0.195608230180225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.432539124456317,1,1,1,1,1,1
CG4133,1,1,1,1,1,0.796283442682744,1,1,1,1,1,1,1,0.726901093370507,1,1,1,1,1,1,0.207456130207756,1,1,1,1,1,1,1,1,1,1,1
CG4151,0.000758656768918366,1,1,1,3.90326123441004e-06,1,1,1,1,0.554863825898022,0.986559481588851,0.436139109306411,1,1,1,1,1,1,1,0.949794488779594,1,1,1,1,1,0.756740589593794,1,1,1,1,1,1
CG41520,1,1,1,1,1,0.259898025456774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944240942008017,1,1,1,1,1,1,1,1,1
CG4161,1.92599367471888e-09,1,1,1,6.30619773085554e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4168,0.322953246950634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4174,1,1,1,1,0.722556553065016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4186,0.292472788262349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG4194,1,1,1,1,1,0.528801531157454,1,1,1,1,1,1,0.0964626836253447,0.111336465561111,0.0213835403145353,1,1,1,1,1,0.056329801645909,0.528336283447571,0.482172555686335,1,1,1,1,0.371198349399357,1,1,1,1
CG4213,8.83192136412592e-10,1,1,1,1,0.237476710962207,1,1,1,1,1,1,1,0.808206798021174,0.354011161898506,1,1,1,1,1,1,1,0.855163667322759,1,1,1,1,1,1,1,1,1
CG4218,0.00309773489028535,1,1,0.0715999842812406,0.00177808249012589,1,1,1,1,1,1,0.35332526385634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42231,2.48824646659156e-18,1,1,4.57325604862347e-16,1,1,1,1,1,1,1,1,1,1,3.10055008926773e-10,1,1,0.564890514131876,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42233,0.000557526185195741,1,1,0.00784383262521873,0.0192966210767659,0.293852141465041,1,1,1,1,1,0.213873217515221,1,1,0.00142584678183487,0.149197284762868,1,1,1,1,1,1,0.558246096430291,1,1,0.0427027055743847,1,0.708532968243394,1,1,0.684588686785158,0.973994449079588
CG42235,1.57339449275398e-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.54537391371217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42237,9.21325223165477e-05,1,1,0.00543097103411708,1,1,1,1,1,1,1,1,1,1,0.763138666491721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42239,1.52876766709426e-36,1,1,6.22749831194964e-09,1,1,1,1,1,1,1,0.578036952056087,1,1,0.000101457120055632,1,1,1,1,1,1,1,1,1,1,0.3297665469025,1,1,1,1,1,1
CG42240,7.22594164629682e-27,1,1,1,0.151062191336318,0.0177025792176194,1,1,1,1,1,1,1,1,1.59833855929169e-06,1,1,1,1,0.689719952624793,1,1,1,1,1,0.0191480818655571,0.569056700980396,1,1,1,0.810863125345172,0.552252826874887
CG42245,2.30985172295856e-11,1,1,6.17025500784602e-11,1,1,1,1,1,1,1,1,1,1,0.00176476888281874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42246,0.460739605570222,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002643396435497,1,1,1,1,1,0.587463049819777,1,0.290851194264674,1,1,1,1,0.343162112135562,0.906602249367832,1,0.690874560384076,0.754159927721117
CG42249,0.165149446506456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87316364627177,1,1,1,1,1,1
CG42258,0.0146265402631723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42259,0.861834820807606,1,1,1,1,0.0418424084114847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.38273058455004,1,1,1,0.325232560116451,1,1,1,0.809936183988975,1,1
CG42260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.768334224591382,1,1,1,1,1,1,1,1,0.787422932501574,1,1,1,1,1,1,1,1
CG42264,6.05832201100656e-09,0.899055433604869,0.899055433604869,0.899055433604869,1,0.899055433604869,1,1,1,0.329423417188493,0.210406001862477,0.213009334181206,1,1,1,1,1,1,0.0319688761153142,0.158635313159456,1,1,1,0.864715663138405,0.713018539504875,0.717048416518704,1,1,1,0.296852900967185,0.629703845009374,1
CG42265,1,1,1,1,1,0.0510453083322209,1,1,1,1,1,1,1,1,1,0.626644026336437,1,1,1,1,1,1,0.904639193300555,1,1,0.7072292156327,1,1,1,1,0.650261957972836,1
CG42269,1,1,1,1,1,0.000695428629312211,1,1,1,1,1,1,1,0.224746104904945,0.122635337799226,0.100361051146986,1,1,1,1,1,0.0212646998369152,0.874217480136643,1,0.662237786562787,0.602616066942971,1,0.395284069144223,1,0.479613232144124,1,0.823440282876818
CG42271,0.0629155739882271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CG42296,1,1,1,0.614323311110818,1,0.964682713581671,1,1,1,1,1,1,1,1,0.425208201721448,1,1,1,1,1,1,1,1,1,1,0.313423632974301,1,1,1,0.881430697163298,1,1
CG4230,1.12256990769059e-16,1,1,0.760540442984975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.838365817664818,1,1,1,1
