Intercept,Previous,Current,Species,Stage,Generation,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Generation,Current:Generation,Species:Generation,Stage:Generation,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Generation,Previous:Species:Generation,Current:Species:Generation,Previous:Stage:Generation,Current:Stage:Generation,Species:Stage:Generation,Previous:Current:Species:Stage,Previous:Current:Species:Generation,Previous:Current:Stage:Generation,Previous:Species:Stage:Generation,Current:Species:Stage:Generation,Previous:Current:Species:Stage:Generation
Adgf-E,NA,NA,baf,arr,aqrs,NA,NA,NA,NA,NA,CG14326,NA,NA,AsnRS,CG13748,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG10932,NA,NA,NA,NA,NA,NA
Adh,NA,NA,Bet5,ase,Arf79F,NA,NA,NA,NA,NA,CG14410,NA,NA,AspRS,CG14410,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11007,NA,NA,NA,NA,NA,NA
Adhr,NA,NA,BG642312,AsnRS,ArfGAP3,NA,NA,NA,NA,NA,CG14527,NA,NA,asrij,CG14455,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1105,NA,NA,NA,NA,NA,NA
adp,NA,NA,BHD,asrij,armi,NA,NA,NA,NA,NA,CG14743,NA,NA,Atg3,CG14500,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11068,NA,NA,NA,NA,NA,NA
AdSL,NA,NA,bic,Atg7,Arpc1,NA,NA,NA,NA,NA,CG14763,NA,NA,Atg4a,CG14505,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11106,NA,NA,NA,NA,NA,NA
Ady43A,NA,NA,btv,Atg8b,Arpc4,NA,NA,NA,NA,NA,CG15210,NA,NA,ATPsyngamma,CG14644,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11158,NA,NA,NA,NA,NA,NA
Ag5r2,NA,NA,bug,Atg9,Arpc5,NA,NA,NA,NA,NA,CG15252,NA,NA,Atxn7,CG14645,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11164,NA,NA,NA,NA,NA,NA
AGBE,NA,NA,BuGZ,ATPsynCF6L,AsnRS,NA,NA,NA,NA,NA,CG15337,NA,NA,aurB,CG14763,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11190,NA,NA,NA,NA,NA,NA
ago,NA,NA,C901,ATPsynF,asrij,NA,NA,NA,NA,NA,CG15526,NA,NA,Aven,CG14787,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11369,NA,NA,NA,NA,NA,NA
agt,NA,NA,Cadps,ATPsynG,Atg9,NA,NA,NA,NA,NA,CG15545,NA,NA,awd,CG14958,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1137,NA,NA,NA,NA,NA,NA
Ahcy,NA,NA,CalpA,ATPsyngamma,atms,NA,NA,NA,NA,NA,CG15572,NA,NA,Axn,CG15167,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11373,NA,NA,NA,NA,NA,NA
AhcyL1,NA,NA,Caper,ATPsynGL,ATPsynF,NA,NA,NA,NA,NA,CG15649,NA,NA,baf,CG15219,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11379,NA,NA,NA,NA,NA,NA
AhcyL2,NA,NA,Cat,awd,ATPsynG,NA,NA,NA,NA,NA,CG15708,NA,NA,ball,CG15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11412,NA,NA,NA,NA,NA,NA
AIMP1,NA,NA,cathD,bam,ATPsyngamma,NA,NA,NA,NA,NA,CG15728,NA,NA,Bap111,CG15278,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11444,NA,NA,NA,NA,NA,NA
AIMP3,NA,NA,CCDC53,bark,awd,NA,NA,NA,NA,NA,CG15742,NA,NA,Bap55,CG15330,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11674,NA,NA,NA,NA,NA,NA
Akap200,NA,NA,Ccp84Ab,bcd,Axn,NA,NA,NA,NA,NA,CG15754,NA,NA,bdg,CG15332,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11699,NA,NA,NA,NA,NA,NA
AkhR,NA,NA,Cct2,bchs,b,NA,NA,NA,NA,NA,CG15784,NA,NA,BEAF-32,CG15337,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11752,NA,NA,NA,NA,NA,NA
akirin,NA,NA,cDIP,bcn92,baf,NA,NA,NA,NA,NA,CG1632,NA,NA,beat-IIa,CG15356,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11854,NA,NA,NA,NA,NA,NA
al,NA,NA,Cdlc2,beta4GalNAcTA,bap,NA,NA,NA,NA,NA,CG1636,NA,NA,betaggt-II,CG15357,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11912,NA,NA,NA,NA,NA,NA
AlaRS,NA,NA,Cep89,betaNACtes6,Bap111,NA,NA,NA,NA,NA,CG16713,NA,NA,betaTub56D,CG15375,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG11980,NA,NA,NA,NA,NA,NA
AlaRS-m,NA,NA,cer,bic,Bap55,NA,NA,NA,NA,NA,CG16758,NA,NA,Bgb,CG15471,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12075,NA,NA,NA,NA,NA,NA
Alas,NA,NA,CG10026,blw,BBS1,NA,NA,NA,NA,NA,CG16771,NA,NA,blw,CG15529,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12111,NA,NA,NA,NA,NA,NA
alc,NA,NA,CG10031,boil,bcn92,NA,NA,NA,NA,NA,CG16800,NA,NA,boca,CG15572,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12116,NA,NA,NA,NA,NA,NA
Ald,NA,NA,CG10051,bora,bdg,NA,NA,NA,NA,NA,CG1690,NA,NA,Brms1,CG15580,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12123,NA,NA,NA,NA,NA,NA
Aldh,NA,NA,CG10063,bowl,BEAF-32,NA,NA,NA,NA,NA,CG16926,NA,NA,Bruce,CG15728,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1218,NA,NA,NA,NA,NA,NA
Aldh-III,NA,NA,CG10103,brv1,beat-Ia,NA,NA,NA,NA,NA,CG16947,NA,NA,bsf,CG16771,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12259,NA,NA,NA,NA,NA,NA
Alg-2,NA,NA,CG10194,bsf,beat-VI,NA,NA,NA,NA,NA,CG16986,NA,NA,btz,CG16800,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12288,NA,NA,NA,NA,NA,NA
alien,NA,NA,CG10211,c-cup,Bem46,NA,NA,NA,NA,NA,CG17147,NA,NA,BubR1,CG16986,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12321,NA,NA,NA,NA,NA,NA
ALiX,NA,NA,CG10333,c(2)M,beta4GalNAcTA,NA,NA,NA,NA,NA,CG17283,NA,NA,BuGZ,CG17118,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12333,NA,NA,NA,NA,NA,NA
Alp1,NA,NA,CG10337,cal1,betaTub56D,NA,NA,NA,NA,NA,CG17323,NA,NA,bw,CG17328,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12464,NA,NA,NA,NA,NA,NA
Alp4,NA,NA,CG10352,Cat,BHD,NA,NA,NA,NA,NA,CG17328,NA,NA,Bx42,CG17544,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12498,NA,NA,NA,NA,NA,NA
alph,NA,NA,CG10431,cathD,bic,NA,NA,NA,NA,NA,CG17544,NA,NA,C901,CG17707,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12576,NA,NA,NA,NA,NA,NA
alpha-Est1,NA,NA,CG10467,cato,bin3,NA,NA,NA,NA,NA,CG17770,NA,NA,ca,CG17770,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12637,NA,NA,NA,NA,NA,NA
alpha-Est3,NA,NA,CG10527,Cctgamma,blanks,NA,NA,NA,NA,NA,CG17996,NA,NA,CaBP1,CG17996,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12661,NA,NA,NA,NA,NA,NA
alpha-Est5,NA,NA,CG10561,Cda9,blw,NA,NA,NA,NA,NA,CG18088,NA,NA,CadN,CG18223,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12682,NA,NA,NA,NA,NA,NA
alpha-Est7,NA,NA,CG10621,Cdlc2,brat,NA,NA,NA,NA,NA,CG18095,NA,NA,Cadps,CG18598,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12684,NA,NA,NA,NA,NA,NA
alpha-Est8,NA,NA,CG10650,CecB,bru3,NA,NA,NA,NA,NA,CG18135,NA,NA,CAH1,CG18609,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12692,NA,NA,NA,NA,NA,NA
alpha-Est9,NA,NA,CG10761,cer,Btk29A,NA,NA,NA,NA,NA,CG18302,NA,NA,Cand1,CG1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12693,NA,NA,NA,NA,NA,NA
alpha-Man-Ia,NA,NA,CG10799,CG10029,btz,NA,NA,NA,NA,NA,CG18472,NA,NA,Cap-D2,CG2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12698,NA,NA,NA,NA,NA,NA
alpha-Man-Ib,NA,NA,CG10801,CG10051,BubR1,NA,NA,NA,NA,NA,CG18606,NA,NA,Cap-G,CG2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12729,NA,NA,NA,NA,NA,NA
alpha-PheRS,NA,NA,CG10912,CG10075,BuGZ,NA,NA,NA,NA,NA,CG2292,NA,NA,Caper,CG2909,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG12730,NA,NA,NA,NA,NA,NA
alpha-Spec,NA,NA,CG10916,CG10104,bwa,NA,NA,NA,NA,NA,CG2663,NA,NA,Capr,CG30090,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13010,NA,NA,NA,NA,NA,NA
alpha4GT1,NA,NA,CG10924,CG10194,Bx42,NA,NA,NA,NA,NA,CG2901,NA,NA,capt,CG30273,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13014,NA,NA,NA,NA,NA,NA
alpha4GT2,NA,NA,CG10932,CG10202,CaBP1,NA,NA,NA,NA,NA,CG2909,NA,NA,cathD,CG30349,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13021,NA,NA,NA,NA,NA,NA
alphaKap4,NA,NA,CG10933,CG10211,cact,NA,NA,NA,NA,NA,CG30080,NA,NA,Catsup,CG30429,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13155,NA,NA,NA,NA,NA,NA
alphaSnap,NA,NA,CG1105,CG10307,CadN,NA,NA,NA,NA,NA,CG30109,NA,NA,CCDC53,CG3071,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13245,NA,NA,NA,NA,NA,NA
alphaTub84D,NA,NA,CG11122,CG10317,Cadps,NA,NA,NA,NA,NA,CG30259,NA,NA,Ccp84Ab,CG31051,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13331,NA,NA,NA,NA,NA,NA
aly,NA,NA,CG11158,CG10477,CAH1,NA,NA,NA,NA,NA,CG30349,NA,NA,Ccs,CG31088,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1354,NA,NA,NA,NA,NA,NA
amos,NA,NA,CG11257,CG10481,Cand1,NA,NA,NA,NA,NA,CG30394,NA,NA,Cctgamma,CG31207,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG13693,NA,NA,NA,NA,NA,NA
Amph,NA,NA,CG1126,CG10486,Caper,NA,NA,NA,NA,NA,CG30485,NA,NA,CD98hc,CG3149,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1387,NA,NA,NA,NA,NA,NA
AMPKalpha,NA,NA,CG11353,CG10494,capt,NA,NA,NA,NA,NA,CG31075,NA,NA,Cda4,CG31609,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14103,NA,NA,NA,NA,NA,NA
Amun,NA,NA,CG1137,CG10510,cathD,NA,NA,NA,NA,NA,CG31077,NA,NA,Cdk4,CG31643,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1416,NA,NA,NA,NA,NA,NA
Amy-d,NA,NA,CG11406,CG10527,Catsup,NA,NA,NA,NA,NA,CG31191,NA,NA,Cdk5alpha,CG31693,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14182,NA,NA,NA,NA,NA,NA
Amy-p,NA,NA,CG1143,CG10561,cbt,NA,NA,NA,NA,NA,CG31370,NA,NA,Cdlc2,CG31740,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14247,NA,NA,NA,NA,NA,NA
Ance,NA,NA,CG11498,CG10576,CCAP-R,NA,NA,NA,NA,NA,CG31643,NA,NA,cdm,CG31787,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1434,NA,NA,NA,NA,NA,NA
Ance-4,NA,NA,CG11594,CG10581,CCDC53,NA,NA,NA,NA,NA,CG31664,NA,NA,ced-6,CG31788,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14407,NA,NA,NA,NA,NA,NA
AnxB9,NA,NA,CG1161,CG10623,CCHa2-R,NA,NA,NA,NA,NA,CG31740,NA,NA,CG10075,CG31907,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14411,NA,NA,NA,NA,NA,NA
Apc,NA,NA,CG11630,CG10650,Ccp84Ab,NA,NA,NA,NA,NA,CG31778,NA,NA,CG10098,CG31974,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14628,NA,NA,NA,NA,NA,NA
ApepP,NA,NA,CG11699,CG10680,Ccp84Ag,NA,NA,NA,NA,NA,CG31948,NA,NA,CG10103,CG32533,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14629,NA,NA,NA,NA,NA,NA
aph-1,NA,NA,CG11777,CG10700,Cctgamma,NA,NA,NA,NA,NA,CG32267,NA,NA,CG10139,CG32983,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14630,NA,NA,NA,NA,NA,NA
aPKC,NA,NA,CG11854,CG10734,cdc14,NA,NA,NA,NA,NA,CG32533,NA,NA,CG10166,CG32986,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG1468,NA,NA,NA,NA,NA,NA
apolpp,NA,NA,CG11885,CG10750,Cdc37,NA,NA,NA,NA,NA,CG32834,NA,NA,CG10286,CG32987,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14818,NA,NA,NA,NA,NA,NA
Apoltp,NA,NA,CG11912,CG1077,Cdk5,NA,NA,NA,NA,NA,CG33128,NA,NA,CG10333,CG33476,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14882,NA,NA,NA,NA,NA,NA
Aprt,NA,NA,CG12099,CG10801,ced-6,NA,NA,NA,NA,NA,CG33476,NA,NA,CG10337,CG34170,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG14893,NA,NA,NA,NA,NA,NA
AQP,NA,NA,CG12170,CG10822,CG10064,NA,NA,NA,NA,NA,CG33704,NA,NA,CG10347,CG34202,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG15014,NA,NA,NA,NA,NA,NA
aqrs,NA,NA,CG12209,CG10834,CG10075,NA,NA,NA,NA,NA,CG33786,NA,NA,CG10352,CG34204,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG15034,NA,NA,NA,NA,NA,NA
aralar1,NA,NA,CG12333,CG10839,CG10098,NA,NA,NA,NA,NA,CG34011,NA,NA,CG10353,CG34282,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG15196,NA,NA,NA,NA,NA,NA
