Intercept,Previous,Current,Species,Stage,Generation,Previous:Current,Previous:Species,Current:Species,Previous:Stage,Current:Stage,Species:Stage,Previous:Generation,Current:Generation,Species:Generation,Stage:Generation,Previous:Current:Species,Previous:Current:Stage,Previous:Species:Stage,Current:Species:Stage,Previous:Current:Generation,Previous:Species:Generation,Current:Species:Generation,Previous:Stage:Generation,Current:Stage:Generation,Species:Stage:Generation,Previous:Current:Species:Stage,Previous:Current:Species:Generation,Previous:Current:Stage:Generation,Previous:Species:Stage:Generation,Current:Species:Stage:Generation,Previous:Current:Species:Stage:Generation
CG11629,NA,NA,CG31917,CG15578,CG17599,NA,NA,NA,NA,NA,Gr98b,NA,NA,CG18600,Ent2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG32944,NA,NA,NA,NA,NA,NA
CG11634,NA,NA,CG31922,CG15580,CG17636,NA,NA,NA,NA,NA,grk,NA,NA,CG18622,Ercc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3295,NA,NA,NA,NA,NA,NA
CG11635,NA,NA,CG31937,CG15605,CG17646,NA,NA,NA,NA,NA,Gsc,NA,NA,CG18731,Ets65A,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33080,NA,NA,NA,NA,NA,NA
CG11655,NA,NA,CG31948,CG1561,CG17648,NA,NA,NA,NA,NA,GstE3,NA,NA,CG18766,eys,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33128,NA,NA,NA,NA,NA,NA
CG11665,NA,NA,CG31954,CG15617,CG17650,NA,NA,NA,NA,NA,GstE9,NA,NA,CG18812,Fad2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33129,NA,NA,NA,NA,NA,NA
CG11674,NA,NA,CG3209,CG15625,CG17660,NA,NA,NA,NA,NA,Hakai,NA,NA,CG1882,FANCI,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33177,NA,NA,NA,NA,NA,NA
CG11699,NA,NA,CG32221,CG15631,CG17683,NA,NA,NA,NA,NA,hbs,NA,NA,CG1896,Fer1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33223,NA,NA,NA,NA,NA,NA
CG11739,NA,NA,CG32228,CG15651,CG17691,NA,NA,NA,NA,NA,Hex-C,NA,NA,CG1902,Fkbp14,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33252,NA,NA,NA,NA,NA,NA
CG11752,NA,NA,CG3223,CG15657,CG17707,NA,NA,NA,NA,NA,Hey,NA,NA,CG1907,Fs,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33278,NA,NA,NA,NA,NA,NA
CG11777,NA,NA,CG32240,CG15661,CG17712,NA,NA,NA,NA,NA,Hf,NA,NA,CG1927,FucT6,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33301,NA,NA,NA,NA,NA,NA
CG11781,NA,NA,CG32243,CG15705,CG17737,NA,NA,NA,NA,NA,hll,NA,NA,CG1943,fz3,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33333,NA,NA,NA,NA,NA,NA
CG11786,NA,NA,CG32246,CG15706,CG17744,NA,NA,NA,NA,NA,Hmgs,NA,NA,CG1983,Gas8,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33475,NA,NA,NA,NA,NA,NA
CG11788,NA,NA,CG32249,CG15710,CG17746,NA,NA,NA,NA,NA,hng3,NA,NA,CG1998,gbb,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33476,NA,NA,NA,NA,NA,NA
CG11790,NA,NA,CG32267,CG15711,CG17803,NA,NA,NA,NA,NA,hoip,NA,NA,CG2021,Gclc,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33483,NA,NA,NA,NA,NA,NA
CG11791,NA,NA,CG32276,CG15719,CG17816,NA,NA,NA,NA,NA,htt,NA,NA,CG2023,glu,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33521,NA,NA,NA,NA,NA,NA
CG11796,NA,NA,CG32301,CG15721,CG17883,NA,NA,NA,NA,NA,hubl,NA,NA,CG2034,GluRIIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33632,NA,NA,NA,NA,NA,NA
CG11807,NA,NA,CG32302,CG15728,CG1791,NA,NA,NA,NA,NA,IM2,NA,NA,CG2046,Gmer,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3368,NA,NA,NA,NA,NA,NA
CG11815,NA,NA,CG32368,CG15734,CG17917,NA,NA,NA,NA,NA,IM4,NA,NA,CG2053,gpp,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33704,NA,NA,NA,NA,NA,NA
CG11816,NA,NA,CG32376,CG15756,CG17994,NA,NA,NA,NA,NA,Iml1,NA,NA,CG2065,Gr22e,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG33786,NA,NA,NA,NA,NA,NA
CG11828,NA,NA,CG32391,CG15764,CG17996,NA,NA,NA,NA,NA,inaD,NA,NA,CG2118,Gr36c,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3394,NA,NA,NA,NA,NA,NA
CG11837,NA,NA,CG32447,CG15766,CG18003,NA,NA,NA,NA,NA,inaF-B,NA,NA,CG2126,Gr43a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34026,NA,NA,NA,NA,NA,NA
CG11839,NA,NA,CG32448,CG15784,CG18067,NA,NA,NA,NA,NA,intr,NA,NA,CG2157,Gr47a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34051,NA,NA,NA,NA,NA,NA
CG11841,NA,NA,CG32461,CG15820,CG18128,NA,NA,NA,NA,NA,iotaTry,NA,NA,CG2162,Gr5a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34113,NA,NA,NA,NA,NA,NA
CG11851,NA,NA,CG32523,CG15822,CG18130,NA,NA,NA,NA,NA,Ir52a,NA,NA,CG2186,grk,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34159,NA,NA,NA,NA,NA,NA
CG11854,NA,NA,CG32533,CG15873,CG1815,NA,NA,NA,NA,NA,Ir52d,NA,NA,CG2199,Grx-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34176,NA,NA,NA,NA,NA,NA
CG11857,NA,NA,CG32563,CG15876,CG18155,NA,NA,NA,NA,NA,Ir75d,NA,NA,CG2201,GstE13,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34199,NA,NA,NA,NA,NA,NA
CG11858,NA,NA,CG32590,CG15877,CG18208,NA,NA,NA,NA,NA,Ir7a,NA,NA,CG2217,Gycalpha99B,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34201,NA,NA,NA,NA,NA,NA
CG11865,NA,NA,CG32591,CG15878,CG18233,NA,NA,NA,NA,NA,Irc,NA,NA,CG2218,hbn,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34202,NA,NA,NA,NA,NA,NA
CG11873,NA,NA,CG32641,CG15908,CG18234,NA,NA,NA,NA,NA,Jheh2,NA,NA,CG2233,Hex-t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34214,NA,NA,NA,NA,NA,NA
CG11876,NA,NA,CG32649,CG15919,CG1824,NA,NA,NA,NA,NA,JhI-1,NA,NA,CG2277,HHEX,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34282,NA,NA,NA,NA,NA,NA
CG11880,NA,NA,CG32650,CG15925,CG18258,NA,NA,NA,NA,NA,JhI-26,NA,NA,CG2278,Hk,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34284,NA,NA,NA,NA,NA,NA
CG11882,NA,NA,CG3267,CG1632,CG18281,NA,NA,NA,NA,NA,Jra,NA,NA,CG2292,HLH3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34287,NA,NA,NA,NA,NA,NA
CG11883,NA,NA,CG32718,CG1635,CG18301,NA,NA,NA,NA,NA,jtb,NA,NA,CG2444,Hmgs,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34367,NA,NA,NA,NA,NA,NA
CG11885,NA,NA,CG32806,CG1636,CG18302,NA,NA,NA,NA,NA,Kank,NA,NA,CG2556,Hus1-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34408,NA,NA,NA,NA,NA,NA
CG11889,NA,NA,CG32815,CG1648,CG18367,NA,NA,NA,NA,NA,Klf15,NA,NA,CG2656,Idgf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34417,NA,NA,NA,NA,NA,NA
CG11892,NA,NA,CG32832,CG1657,CG1850,NA,NA,NA,NA,NA,kst,NA,NA,CG2663,Ih,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34433,NA,NA,NA,NA,NA,NA
CG11899,NA,NA,CG32834,CG16713,CG18507,NA,NA,NA,NA,NA,l(2)34Fc,NA,NA,CG2694,Iml1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34447,NA,NA,NA,NA,NA,NA
CG11911,NA,NA,CG32845,CG16716,CG18508,NA,NA,NA,NA,NA,l(3)mbn,NA,NA,CG2698,ImpE3,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34448,NA,NA,NA,NA,NA,NA
CG11912,NA,NA,CG3295,CG16721,CG18557,NA,NA,NA,NA,NA,Lcp65Ad,NA,NA,CG2747,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG34453,NA,NA,NA,NA,NA,NA
CG11920,NA,NA,CG32984,CG16739,CG18598,NA,NA,NA,NA,NA,lectin-21Cb,NA,NA,CG2852,inaF-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3526,NA,NA,NA,NA,NA,NA
CG11927,NA,NA,CG33017,CG16741,CG18600,NA,NA,NA,NA,NA,lectin-24Db,NA,NA,CG2865,inaF-D,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3527,NA,NA,NA,NA,NA,NA
CG11929,NA,NA,CG33082,CG16758,CG18605,NA,NA,NA,NA,NA,lectin-37Db,NA,NA,CG2909,intr,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3548,NA,NA,NA,NA,NA,NA
CG11961,NA,NA,CG33128,CG16762,CG18635,NA,NA,NA,NA,NA,lin-52,NA,NA,CG2921,inv,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3588,NA,NA,NA,NA,NA,NA
CG11980,NA,NA,CG33129,CG16771,CG18662,NA,NA,NA,NA,NA,Listericin,NA,NA,CG2926,Ir11a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3592,NA,NA,NA,NA,NA,NA
CG11999,NA,NA,CG33223,CG16781,CG18731,NA,NA,NA,NA,NA,LKRSDH,NA,NA,CG2941,Ir47a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3603,NA,NA,NA,NA,NA,NA
CG12004,NA,NA,CG33229,CG16782,CG18812,NA,NA,NA,NA,NA,Lpin,NA,NA,CG2972,Ir52a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3604,NA,NA,NA,NA,NA,NA
CG12006,NA,NA,CG33278,CG16787,CG1882,NA,NA,NA,NA,NA,LpR2,NA,NA,CG2974,Ir52d,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3626,NA,NA,NA,NA,NA,NA
CG12007,NA,NA,CG3328,CG16791,CG1902,NA,NA,NA,NA,NA,LRP1,NA,NA,CG2982,Ir64a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3649,NA,NA,NA,NA,NA,NA
CG12009,NA,NA,CG33307,CG16800,CG1924,NA,NA,NA,NA,NA,Lrt,NA,NA,CG2983,Ir75d,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3650,NA,NA,NA,NA,NA,NA
CG12010,NA,NA,CG33346,CG16812,CG1943,NA,NA,NA,NA,NA,LSm7,NA,NA,CG30015,Ir76a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3655,NA,NA,NA,NA,NA,NA
CG12011,NA,NA,CG3344,CG16813,CG1969,NA,NA,NA,NA,NA,mbl,NA,NA,CG30033,Ir7a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3687,NA,NA,NA,NA,NA,NA
CG12012,NA,NA,CG3345,CG16825,CG1979,NA,NA,NA,NA,NA,Mdr49,NA,NA,CG30039,jdp,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3704,NA,NA,NA,NA,NA,NA
CG12018,NA,NA,CG33453,CG16826,CG2003,NA,NA,NA,NA,NA,mei-9,NA,NA,CG30054,jef,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3713,NA,NA,NA,NA,NA,NA
CG12020,NA,NA,CG33475,CG16837,CG2017,NA,NA,NA,NA,NA,MFS10,NA,NA,CG30065,JhI-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3732,NA,NA,NA,NA,NA,NA
CG12024,NA,NA,CG3348,CG16852,CG2023,NA,NA,NA,NA,NA,MFS3,NA,NA,CG30069,JYalpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3781,NA,NA,NA,NA,NA,NA
CG12025,NA,NA,CG33514,CG16853,CG2034,NA,NA,NA,NA,NA,mim,NA,NA,CG3008,Kap3,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3803,NA,NA,NA,NA,NA,NA
CG12054,NA,NA,CG3358,CG16865,CG2046,NA,NA,NA,NA,NA,Mlp84B,NA,NA,CG30089,ken,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3812,NA,NA,NA,NA,NA,NA
CG12057,NA,NA,CG33632,CG1688,CG2118,NA,NA,NA,NA,NA,Mos,NA,NA,CG30091,klhl10,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3847,NA,NA,NA,NA,NA,NA
CG12069,NA,NA,CG33655,CG16894,CG2144,NA,NA,NA,NA,NA,mRpL16,NA,NA,CG30096,kn,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3857,NA,NA,NA,NA,NA,NA
CG12075,NA,NA,CG33672,CG1690,CG2162,NA,NA,NA,NA,NA,mRpL21,NA,NA,CG30098,koko,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3939,NA,NA,NA,NA,NA,NA
CG12078,NA,NA,CG33679,CG16926,CG2199,NA,NA,NA,NA,NA,mRpL30,NA,NA,CG30100,Kr-h2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG3955,NA,NA,NA,NA,NA,NA
CG1208,NA,NA,CG33704,CG16947,CG2201,NA,NA,NA,NA,NA,mRpL43,NA,NA,CG30108,krz,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4004,NA,NA,NA,NA,NA,NA
CG12084,NA,NA,CG33752,CG16984,CG2260,NA,NA,NA,NA,NA,mRpS16,NA,NA,CG30109,kune,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4009,NA,NA,NA,NA,NA,NA
CG12091,NA,NA,CG33775,CG16986,CG2267,NA,NA,NA,NA,NA,mRpS22,NA,NA,CG30110,l(2)09851,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4020,NA,NA,NA,NA,NA,NA
CG12093,NA,NA,CG33798,CG16995,CG2277,NA,NA,NA,NA,NA,mTerf3,NA,NA,CG30122,l(2)k05911,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG40228,NA,NA,NA,NA,NA,NA
CG12096,NA,NA,CG33919,CG17030,CG2292,NA,NA,NA,NA,NA,mtsh,NA,NA,CG30157,l(3)mbn,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4025,NA,NA,NA,NA,NA,NA
CG12099,NA,NA,CG33981,CG17048,CG2321,NA,NA,NA,NA,NA,mtt,NA,NA,CG30159,lbl,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4041,NA,NA,NA,NA,NA,NA
CG12104,NA,NA,CG33995,CG17098,CG2444,NA,NA,NA,NA,NA,Mur2B,NA,NA,CG30183,Lcp65Ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4042,NA,NA,NA,NA,NA,NA
CG12105,NA,NA,CG34005,CG17118,CG2469,NA,NA,NA,NA,NA,nclb,NA,NA,CG30187,LManVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4045,NA,NA,NA,NA,NA,NA
CG12107,NA,NA,CG34011,CG17134,CG2556,NA,NA,NA,NA,NA,ND-30,NA,NA,CG30197,Lsm10,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4074,NA,NA,NA,NA,NA,NA
CG12111,NA,NA,CG34021,CG17140,CG2604,NA,NA,NA,NA,NA,Neurochondrin,NA,NA,CG30259,MED20,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG40813,NA,NA,NA,NA,NA,NA
CG12116,NA,NA,CG34025,CG17189,CG2656,NA,NA,NA,NA,NA,NijB,NA,NA,CG30265,MED31,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4119,NA,NA,NA,NA,NA,NA
CG12118,NA,NA,CG34040,CG17196,CG2663,NA,NA,NA,NA,NA,niki,NA,NA,CG30280,MED8,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42233,NA,NA,NA,NA,NA,NA
CG12123,NA,NA,CG34043,CG17237,CG2736,NA,NA,NA,NA,NA,NimA,NA,NA,CG30291,MESR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42239,NA,NA,NA,NA,NA,NA
CG12126,NA,NA,CG34051,CG17258,CG2747,NA,NA,NA,NA,NA,NimB2,NA,NA,CG30338,mi,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42240,NA,NA,NA,NA,NA,NA
CG12128,NA,NA,CG34116,CG17264,CG2767,NA,NA,NA,NA,NA,NimC3,NA,NA,CG30340,miple2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42259,NA,NA,NA,NA,NA,NA
CG12129,NA,NA,CG34124,CG17283,CG2841,NA,NA,NA,NA,NA,NLaz,NA,NA,CG30343,mRpL16,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42296,NA,NA,NA,NA,NA,NA
CG1213,NA,NA,CG34159,CG17287,CG2854,NA,NA,NA,NA,NA,nmdyn-D6,NA,NA,CG30344,mRpL21,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42371,NA,NA,NA,NA,NA,NA
CG12133,NA,NA,CG34199,CG17290,CG2862,NA,NA,NA,NA,NA,nop5,NA,NA,CG30356,mRpL28,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42374,NA,NA,NA,NA,NA,NA
CG12134,NA,NA,CG34200,CG17322,CG2909,NA,NA,NA,NA,NA,nopo,NA,NA,CG3036,mRpL41,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4239,NA,NA,NA,NA,NA,NA
CG12155,NA,NA,CG34205,CG17328,CG2918,NA,NA,NA,NA,NA,Npc1a,NA,NA,CG30373,mRpL44,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42393,NA,NA,NA,NA,NA,NA
CG12159,NA,NA,CG34214,CG17344,CG2921,NA,NA,NA,NA,NA,Npc2c,NA,NA,CG30392,mRpL50,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42449,NA,NA,NA,NA,NA,NA
CG12163,NA,NA,CG34216,CG17349,CG2926,NA,NA,NA,NA,NA,Nph,NA,NA,CG30398,mRpS16,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42488,NA,NA,NA,NA,NA,NA
CG12170,NA,NA,CG34217,CG17385,CG2931,NA,NA,NA,NA,NA,Nrk,NA,NA,CG30424,mRpS22,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42540,NA,NA,NA,NA,NA,NA
CG12173,NA,NA,CG34219,CG17386,CG2975,NA,NA,NA,NA,NA,Nsun2,NA,NA,CG30438,ms(2)35Ci,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42566,NA,NA,NA,NA,NA,NA
CG12177,NA,NA,CG34231,CG17475,CG2982,NA,NA,NA,NA,NA,NT5E-2,NA,NA,CG30440,Mst89B,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4259,NA,NA,NA,NA,NA,NA
CG1218,NA,NA,CG34234,CG17544,CG2993,NA,NA,NA,NA,NA,Nufip,NA,NA,CG30441,Mst98Cb,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42634,NA,NA,NA,NA,NA,NA
CG12209,NA,NA,CG34253,CG17549,CG30015,NA,NA,NA,NA,NA,Nup43,NA,NA,CG3045,Mtr4,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42680,NA,NA,NA,NA,NA,NA
CG12239,NA,NA,CG34265,CG17562,CG30039,NA,NA,NA,NA,NA,Oatp26F,NA,NA,CG30460,mTTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42685,NA,NA,NA,NA,NA,NA
CG12253,NA,NA,CG34266,CG17564,CG30054,NA,NA,NA,NA,NA,obst-F,NA,NA,CG30467,Mys45A,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42697,NA,NA,NA,NA,NA,NA
CG12259,NA,NA,CG34269,CG17580,CG30065,NA,NA,NA,NA,NA,Or22a,NA,NA,CG3071,nAChRalpha6,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4271,NA,NA,NA,NA,NA,NA
CG12263,NA,NA,CG34313,CG17593,CG30088,NA,NA,NA,NA,NA,Or45a,NA,NA,CG3081,nclb,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42789,NA,NA,NA,NA,NA,NA
CG12278,NA,NA,CG34315,CG17601,CG30089,NA,NA,NA,NA,NA,Or65a,NA,NA,CG31028,ND-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42792,NA,NA,NA,NA,NA,NA
CG12288,NA,NA,CG34323,CG17646,CG30090,NA,NA,NA,NA,NA,Or82a,NA,NA,CG31064,ND-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42797,NA,NA,NA,NA,NA,NA
CG12299,NA,NA,CG34338,CG17669,CG30101,NA,NA,NA,NA,NA,Osi1,NA,NA,CG31091,ND-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4281,NA,NA,NA,NA,NA,NA
CG12307,NA,NA,CG34402,CG17683,CG30116,NA,NA,NA,NA,NA,Osi11,NA,NA,CG31093,ND-ACP,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42834,NA,NA,NA,NA,NA,NA
CG12309,NA,NA,CG34447,CG17691,CG30148,NA,NA,NA,NA,NA,Osi12,NA,NA,CG31108,ND-ASHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42835,NA,NA,NA,NA,NA,NA
CG12320,NA,NA,CG34448,CG17707,CG30151,NA,NA,NA,NA,NA,Osi18,NA,NA,CG31109,ND-B14,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG42855,NA,NA,NA,NA,NA,NA
CG12321,NA,NA,CG34457,CG17801,CG30156,NA,NA,NA,NA,NA,Osi19,NA,NA,CG31189,ND-B14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4302,NA,NA,NA,NA,NA,NA
CG12325,NA,NA,CG3499,CG1789,CG30158,NA,NA,NA,NA,NA,Osi20,NA,NA,CG31224,ND-B16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4313,NA,NA,NA,NA,NA,NA
CG12333,NA,NA,CG3513,CG1791,CG30161,NA,NA,NA,NA,NA,Osi4,NA,NA,CG31229,ND-B17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43134,NA,NA,NA,NA,NA,NA
CG12338,NA,NA,CG3526,CG17917,CG30195,NA,NA,NA,NA,NA,Osi5,NA,NA,CG31251,ndl,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43136,NA,NA,NA,NA,NA,NA
CG1234,NA,NA,CG3534,CG17929,CG30196,NA,NA,NA,NA,NA,Ote,NA,NA,CG31269,Neurochondrin,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43183,NA,NA,NA,NA,NA,NA
CG12343,NA,NA,CG3544,CG17944,CG30197,NA,NA,NA,NA,NA,ovm,NA,NA,CG31279,NimC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43288,NA,NA,NA,NA,NA,NA
CG12344,NA,NA,CG3588,CG17959,CG30273,NA,NA,NA,NA,NA,ox,NA,NA,CG31287,NimC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43320,NA,NA,NA,NA,NA,NA
CG12347,NA,NA,CG3597,CG17985,CG30281,NA,NA,NA,NA,NA,p-cup,NA,NA,CG31324,NimC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43322,NA,NA,NA,NA,NA,NA
CG1236,NA,NA,CG3603,CG17996,CG30291,NA,NA,NA,NA,NA,P5cr-2,NA,NA,CG31360,NimC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43328,NA,NA,NA,NA,NA,NA
CG12374,NA,NA,CG3604,CG18003,CG30338,NA,NA,NA,NA,NA,pdgy,NA,NA,CG3149,nmdyn-D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG43331,NA,NA,NA,NA,NA,NA
CG12375,NA,NA,CG3609,CG18063,CG30340,NA,NA,NA,NA,NA,Peritrophin-15a,NA,NA,CG31523,noc,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4364,NA,NA,NA,NA,NA,NA
CG12376,NA,NA,CG3640,CG18067,CG3036,NA,NA,NA,NA,NA,Pex10,NA,NA,CG31525,nop5,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4390,NA,NA,NA,NA,NA,NA
CG12384,NA,NA,CG3652,CG18095,CG30375,NA,NA,NA,NA,NA,pgc,NA,NA,CG31528,nopo,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4406,NA,NA,NA,NA,NA,NA
CG1239,NA,NA,CG3663,CG18130,CG30385,NA,NA,NA,NA,NA,Pgd,NA,NA,CG31542,Not11,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG44303,NA,NA,NA,NA,NA,NA
CG12391,NA,NA,CG3700,CG18132,CG30393,NA,NA,NA,NA,NA,PGRP-SD,NA,NA,CG31549,NtR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4433,NA,NA,NA,NA,NA,NA
CG12393,NA,NA,CG3709,CG18135,CG30419,NA,NA,NA,NA,NA,PH4alphaSG2,NA,NA,CG31550,nxf4,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4502,NA,NA,NA,NA,NA,NA
CG12395,NA,NA,CG3713,CG18190,CG30427,NA,NA,NA,NA,NA,PHGPx,NA,NA,CG31633,Opa1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4586,NA,NA,NA,NA,NA,NA
CG12426,NA,NA,CG3719,CG18223,CG30428,NA,NA,NA,NA,NA,phr,NA,NA,CG3164,Or49a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4593,NA,NA,NA,NA,NA,NA
CG12438,NA,NA,CG3788,CG18234,CG30456,NA,NA,NA,NA,NA,PI31,NA,NA,CG31643,Or9a,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4615,NA,NA,NA,NA,NA,NA
CG12439,NA,NA,CG3792,CG1824,CG30460,NA,NA,NA,NA,NA,Pi4KIIalpha,NA,NA,CG3165,Orc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4617,NA,NA,NA,NA,NA,NA
CG12448,NA,NA,CG3803,CG18258,CG3071,NA,NA,NA,NA,NA,PIG-U,NA,NA,CG31650,Orcokinin,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4629,NA,NA,NA,NA,NA,NA
CG1246,NA,NA,CG3808,CG18266,CG31019,NA,NA,NA,NA,NA,piwi,NA,NA,CG31694,Osi18,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG46301,NA,NA,NA,NA,NA,NA
CG12464,NA,NA,CG3880,CG18269,CG31051,NA,NA,NA,NA,NA,poe,NA,NA,CG31712,Osi2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CG4653,NA,NA,NA,NA,NA,NA
